"long","lat","order","hole","piece","id","group"
1225888.81599506,-1275019.84707482,1,FALSE,"1","01001","01001.1"
1244872.8860642,-1272331.28501513,2,FALSE,"1","01001","01001.1"
1244128.94250101,-1267515.26583993,3,FALSE,"1","01001","01001.1"
1272010.22884095,-1262888.86590864,4,FALSE,"1","01001","01001.1"
1276796.6958659,-1295514.40190373,5,FALSE,"1","01001","01001.1"
1272366.85962919,-1296729.85866223,6,FALSE,"1","01001","01001.1"
1269840.78576142,-1303980.4405795,7,FALSE,"1","01001","01001.1"
1254456.74799342,-1300496.64735421,8,FALSE,"1","01001","01001.1"
1242621.5041242,-1302888.13451636,9,FALSE,"1","01001","01001.1"
1240621.94294566,-1312454.96559285,10,FALSE,"1","01001","01001.1"
1240271.80830953,-1309051.87566358,11,FALSE,"1","01001","01001.1"
1228830.79626644,-1288858.83149535,12,FALSE,"1","01001","01001.1"
1225888.81599506,-1275019.84707482,13,FALSE,"1","01001","01001.1"
1148571.4798359,-1500233.58446846,14,FALSE,"1","01003","01003.1"
1155371.06510433,-1491049.44901609,15,FALSE,"1","01003","01003.1"
1151084.1365995,-1484969.77217856,16,FALSE,"1","01003","01003.1"
1155847.85392396,-1478879.89696184,17,FALSE,"1","01003","01003.1"
1151532.50929251,-1475872.64616961,18,FALSE,"1","01003","01003.1"
1152738.20188038,-1466724.46221218,19,FALSE,"1","01003","01003.1"
1148859.79339874,-1462649.97794327,20,FALSE,"1","01003","01003.1"
1151507.83886595,-1455830.19395621,21,FALSE,"1","01003","01003.1"
1148199.08547798,-1454570.50919715,22,FALSE,"1","01003","01003.1"
1150282.33037893,-1450898.46704798,23,FALSE,"1","01003","01003.1"
1160241.36401958,-1445224.37744923,24,FALSE,"1","01003","01003.1"
1162062.69318627,-1435132.8372072,25,FALSE,"1","01003","01003.1"
1166031.65365979,-1436986.21156096,26,FALSE,"1","01003","01003.1"
1170442.00251304,-1435705.82821693,27,FALSE,"1","01003","01003.1"
1180867.45386348,-1440755.6754707,28,FALSE,"1","01003","01003.1"
1184280.76254995,-1467567.90848784,29,FALSE,"1","01003","01003.1"
1185887.08643446,-1467642.93488336,30,FALSE,"1","01003","01003.1"
1185876.84345931,-1467644.44362076,31,FALSE,"1","01003","01003.1"
1187161.05670078,-1472595.17863705,32,FALSE,"1","01003","01003.1"
1184265.7196633,-1482582.60569028,33,FALSE,"1","01003","01003.1"
1194421.80991656,-1492100.41079296,34,FALSE,"1","01003","01003.1"
1196596.82647614,-1495045.84179191,35,FALSE,"1","01003","01003.1"
1204962.38991109,-1498919.04201681,36,FALSE,"1","01003","01003.1"
1209460.06783615,-1502220.22680345,37,FALSE,"1","01003","01003.1"
1210098.53387057,-1508029.74776053,38,FALSE,"1","01003","01003.1"
1207966.54622382,-1514393.54787974,39,FALSE,"1","01003","01003.1"
1207292.90424213,-1519271.92437119,40,FALSE,"1","01003","01003.1"
1210850.8085842,-1524357.92085978,41,FALSE,"1","01003","01003.1"
1215723.32898466,-1525946.55172902,42,FALSE,"1","01003","01003.1"
1209966.81287629,-1530532.66522145,43,FALSE,"1","01003","01003.1"
1208824.21524404,-1537303.11511356,44,FALSE,"1","01003","01003.1"
1203387.25612459,-1545209.92023329,45,FALSE,"1","01003","01003.1"
1190555.16219756,-1550501.90212182,46,FALSE,"1","01003","01003.1"
1175344.18155084,-1555068.30491047,47,FALSE,"1","01003","01003.1"
1168084.54104299,-1554878.26829143,48,FALSE,"1","01003","01003.1"
1175843.54738303,-1549250.24939248,49,FALSE,"1","01003","01003.1"
1176182.14469093,-1544245.36895301,50,FALSE,"1","01003","01003.1"
1168863.49875288,-1538670.95464041,51,FALSE,"1","01003","01003.1"
1163337.94395952,-1532454.05709723,52,FALSE,"1","01003","01003.1"
1160956.06519593,-1528189.48337838,53,FALSE,"1","01003","01003.1"
1163130.66124463,-1520790.7672889,54,FALSE,"1","01003","01003.1"
1161401.47988856,-1517125.92161718,55,FALSE,"1","01003","01003.1"
1158976.59513668,-1510009.83650332,56,FALSE,"1","01003","01003.1"
1151182.90257878,-1507504.34981383,57,FALSE,"1","01003","01003.1"
1148571.4798359,-1500233.58446846,58,FALSE,"1","01003","01003.1"
1352205.99038517,-1371303.85527205,59,FALSE,"1","01005","01005.1"
1356331.01328595,-1353936.49822558,60,FALSE,"1","01005","01005.1"
1355398.29313798,-1342025.41186591,61,FALSE,"1","01005","01005.1"
1360064.64532333,-1328071.99214477,62,FALSE,"1","01005","01005.1"
1374590.41408418,-1323603.00380165,63,FALSE,"1","01005","01005.1"
1374118.23645392,-1308871.1200493,64,FALSE,"1","01005","01005.1"
1388277.7935391,-1306267.69764312,65,FALSE,"1","01005","01005.1"
1396490.95066052,-1314533.36897761,66,FALSE,"1","01005","01005.1"
1408923.96366886,-1312280.17180012,67,FALSE,"1","01005","01005.1"
1408977.80307061,-1320195.68581172,68,FALSE,"1","01005","01005.1"
1408995.7438459,-1322950.22734437,69,FALSE,"1","01005","01005.1"
1405932.00527382,-1331819.45469991,70,FALSE,"1","01005","01005.1"
1404243.97465225,-1338204.34837073,71,FALSE,"1","01005","01005.1"
1406413.70067261,-1344459.64660781,72,FALSE,"1","01005","01005.1"
1407050.56924326,-1346295.26388109,73,FALSE,"1","01005","01005.1"
1399587.55998085,-1354416.889723,74,FALSE,"1","01005","01005.1"
1380812.94493461,-1357196.62226896,75,FALSE,"1","01005","01005.1"
1382202.82000547,-1366760.21134554,76,FALSE,"1","01005","01005.1"
1351135.63498008,-1372207.92898191,77,FALSE,"1","01005","01005.1"
1352205.99038517,-1371303.85527205,78,FALSE,"1","01005","01005.1"
1174171.78501313,-1244842.05743291,79,FALSE,"1","01007","01007.1"
1183696.24651786,-1243104.00479417,80,FALSE,"1","01007","01007.1"
1185225.98248854,-1228648.98660793,81,FALSE,"1","01007","01007.1"
1192890.82949696,-1227759.55073133,82,FALSE,"1","01007","01007.1"
1191934.8083764,-1220514.38509165,83,FALSE,"1","01007","01007.1"
1203490.48512156,-1213103.10633283,84,FALSE,"1","01007","01007.1"
1207081.65012479,-1212601.61374747,85,FALSE,"1","01007","01007.1"
1208402.59371728,-1221448.53567846,86,FALSE,"1","01007","01007.1"
1223471.92472384,-1232121.28853109,87,FALSE,"1","01007","01007.1"
1227155.63640433,-1255518.93414517,88,FALSE,"1","01007","01007.1"
1213896.55482903,-1257481.67657718,89,FALSE,"1","01007","01007.1"
1186176.12231294,-1262309.03279086,90,FALSE,"1","01007","01007.1"
1185516.06296423,-1257521.08422518,91,FALSE,"1","01007","01007.1"
1176099.24748191,-1258997.35545638,92,FALSE,"1","01007","01007.1"
1174171.78501313,-1244842.05743291,93,FALSE,"1","01007","01007.1"
1203691.39319003,-1144458.82041147,94,FALSE,"1","01009","01009.1"
1206477.84606861,-1138298.78149541,95,FALSE,"1","01009","01009.1"
1217738.22782752,-1131725.8459869,96,FALSE,"1","01009","01009.1"
1225982.82417679,-1118391.97736334,97,FALSE,"1","01009","01009.1"
