"x","y","fips"
1659655.28239724,-335491.4318668,"42125"
678367.89308345,-1012585.52597099,"05141"
1082799.16768875,-462614.85328306,"18045"
1003241.82895788,-1223972.27627391,"28019"
1782471.63235252,-707572.76493999,"51690"
1761132.8499191,-1305502.70574773,"13191"
208011.26837942,-1780197.45504527,"48255"
1410166.14488402,-432443.05158319,"39097"
495453.40945523,-732210.43645125,"29013"
-334898.13844483,-1451294.9684338,"48301"
1118281.99151842,-575062.16054952,"18055"
106343.48191118,-626498.76884395,"20141"
475828.47890655,-515887.52835906,"29075"
670833.0161966,-688055.18918302,"29051"
147849.56743264,-1911593.74802767,"48131"
-277019.86922269,-4108.32941349,"46019"
580385.32100883,-121704.5365416,"27099"
1662105.93871854,-1114222.00229531,"13245"
1056591.69142689,-588308.82575197,"17033"
2287880.13068083,222477.30859875,"33017"
391560.1244173,-900010.1527125,"40105"
1334086.66715596,-1398593.55874573,"01031"
1558753.69721072,-1076282.61433772,"13221"
1124506.85602508,-508321.55845591,"18133"
469360.43001259,-93271.74130693,"27013"
-1665898.71978974,-420820.83330208,"32029"
1313444.03964646,-843685.86937147,"47133"
1791303.39596172,-579685.34499346,"51678"
1104071.25682471,-1178291.48924868,"01075"
1104549.79836488,55384.48991983,"26019"
-111389.53225695,-1160160.67819728,"48045"
627635.78558901,-217816.00913263,"19017"
1753950.80390175,-863971.78708323,"37025"
1931793.85723585,-118124.92643567,"42113"
1627400.96946406,-424393.16715114,"54095"
1561783.26484986,-1241896.43640621,"13023"
931360.73483904,-708422.97714872,"17145"
983232.86837675,-591697.19431312,"17049"
1117479.14498972,-1090519.98736808,"01059"
155408.98969332,-659448.92331271,"20105"
1241297.97615831,-259321.17499464,"18151"
1740663.21440799,-803976.32470566,"37059"
548026.84137335,-190559.93454845,"19033"
153038.11328507,-106714.63561184,"46111"
1359502.95905295,-272284.69497702,"39173"
1455473.82322981,-1269474.17278782,"13197"
1640091.07963933,-535114.76448668,"54015"
1616504.52961403,-702058.98215666,"51185"
599078.41140534,-415118.95546683,"19135"
660632.11778042,-157745.29127892,"19191"
25954.7597692,287542.23870821,"38103"
1862668.562969,-904158.77873451,"37165"
180587.00500685,-1988553.96643589,"48047"
298836.08189361,-1397189.84049706,"48139"
1615726.46141275,-863060.55755152,"37111"
-116695.80668275,-865558.18565142,"20189"
711762.24000408,-692322.67690479,"29151"
-218435.49444319,-1259907.78527845,"48219"
689638.91767702,-52470.84409664,"55121"
670395.23390677,-896731.19807298,"29153"
281933.13432351,-526761.36370239,"31067"
1443224.79297445,-480386.47567954,"39141"
356133.73104938,-203468.40674763,"19141"
-135581.81633133,-199189.62622644,"46007"
1607327.5770424,-520228.23607275,"54087"
142881.12497714,-1004556.87430749,"40011"
16312.35453715,-861634.99987362,"20025"
1293371.00494983,-1171345.76593808,"01121"
1500325.93327418,-639059.32919586,"21115"
-58869.16965052,-200339.55565184,"46121"
295519.62420446,-1869403.23570212,"48007"
1451337.84124548,-1038539.5967068,"13085"
620904.18303382,-339988.98160575,"19157"
448026.57675973,-1297313.77712781,"48159"
1278363.79163954,-504849.66452172,"18047"
1193738.41870099,-706312.55125804,"21027"
