"long","lat","order","hole","piece","group","fips","abbr","full"
-1419755.14052611,-2378571.88420497,1030,FALSE,1,"02.1","02","AK","Alaska"
-1422381.4295488,-2379871.32700014,1031,FALSE,1,"02.1","02","AK","Alaska"
-1425449.45665076,-2377364.30113531,1032,FALSE,1,"02.1","02","AK","Alaska"
-1426780.67872174,-2376733.77359438,1033,FALSE,1,"02.1","02","AK","Alaska"
-1429253.4365325,-2378624.45503978,1034,FALSE,1,"02.1","02","AK","Alaska"
-1431009.11041979,-2377120.46545494,1035,FALSE,1,"02.1","02","AK","Alaska"
-1432832.08581638,-2378915.91836984,1036,FALSE,1,"02.1","02","AK","Alaska"
-1433537.59151701,-2380842.10251156,1037,FALSE,1,"02.1","02","AK","Alaska"
-1433872.23405812,-2384226.71942007,1038,FALSE,1,"02.1","02","AK","Alaska"
-1433784.85466485,-2388367.10978403,1039,FALSE,1,"02.1","02","AK","Alaska"
-1434940.37826069,-2390405.48420572,1040,FALSE,1,"02.1","02","AK","Alaska"
-1436680.84862378,-2390627.16201566,1041,FALSE,1,"02.1","02","AK","Alaska"
-1438838.88413334,-2387536.05037909,1042,FALSE,1,"02.1","02","AK","Alaska"
-1439073.66849159,-2385801.10888296,1043,FALSE,1,"02.1","02","AK","Alaska"
-1438636.2577027,-2380326.6477232,1044,FALSE,1,"02.1","02","AK","Alaska"
-1440170.8613565,-2379498.87138841,1045,FALSE,1,"02.1","02","AK","Alaska"
-1442679.35409674,-2381847.46421791,1046,FALSE,1,"02.1","02","AK","Alaska"
-1443130.43900047,-2383500.62356267,1047,FALSE,1,"02.1","02","AK","Alaska"
-1446276.16419013,-2384096.41281219,1048,FALSE,1,"02.1","02","AK","Alaska"
-1449543.91047681,-2385607.57888927,1049,FALSE,1,"02.1","02","AK","Alaska"
-1451652.64880795,-2384336.9427797,1050,FALSE,1,"02.1","02","AK","Alaska"
-1452966.22579607,-2382076.70758787,1051,FALSE,1,"02.1","02","AK","Alaska"
-1455616.94750208,-2385425.78719226,1052,FALSE,1,"02.1","02","AK","Alaska"
-1457787.245304,-2387403.07356212,1053,FALSE,1,"02.1","02","AK","Alaska"
-1460508.69628082,-2389699.98610154,1054,FALSE,1,"02.1","02","AK","Alaska"
-1463075.32257241,-2391064.25506624,1055,FALSE,1,"02.1","02","AK","Alaska"
-1461163.8033434,-2392855.48899424,1056,FALSE,1,"02.1","02","AK","Alaska"
-1458604.83613402,-2393050.99011823,1057,FALSE,1,"02.1","02","AK","Alaska"
-1455505.6224686,-2396357.02986868,1058,FALSE,1,"02.1","02","AK","Alaska"
-1454616.47775099,-2399746.05146808,1059,FALSE,1,"02.1","02","AK","Alaska"
-1459543.82101761,-2398029.71795672,1060,FALSE,1,"02.1","02","AK","Alaska"
-1463992.49438635,-2398789.10581484,1061,FALSE,1,"02.1","02","AK","Alaska"
-1468727.55253795,-2400387.44945212,1062,FALSE,1,"02.1","02","AK","Alaska"
-1474844.39167436,-2399416.78677267,1063,FALSE,1,"02.1","02","AK","Alaska"
-1481037.21915576,-2399702.66041301,1064,FALSE,1,"02.1","02","AK","Alaska"
-1486815.97726487,-2402045.57742766,1065,FALSE,1,"02.1","02","AK","Alaska"
-1488919.51074203,-2404407.95831199,1066,FALSE,1,"02.1","02","AK","Alaska"
-1489308.00118921,-2407421.57195705,1067,FALSE,1,"02.1","02","AK","Alaska"
-1492052.28531599,-2409574.067625,1068,FALSE,1,"02.1","02","AK","Alaska"
-1496928.13344803,-2410744.12269576,1069,FALSE,1,"02.1","02","AK","Alaska"
-1499675.0777739,-2410411.33020414,1070,FALSE,1,"02.1","02","AK","Alaska"
-1502788.78839776,-2408300.094043,1071,FALSE,1,"02.1","02","AK","Alaska"
-1503908.17523774,-2404743.34834721,1072,FALSE,1,"02.1","02","AK","Alaska"
-1504974.57816653,-2402940.33511263,1073,FALSE,1,"02.1","02","AK","Alaska"
-1505074.37584773,-2400522.78247463,1074,FALSE,1,"02.1","02","AK","Alaska"
-1502837.87065238,-2398607.88107719,1075,FALSE,1,"02.1","02","AK","Alaska"
-1499603.63372873,-2397528.98444621,1076,FALSE,1,"02.1","02","AK","Alaska"
-1497833.18441612,-2394712.8664056,1077,FALSE,1,"02.1","02","AK","Alaska"
-1495247.6777573,-2388622.72521886,1078,FALSE,1,"02.1","02","AK","Alaska"
-1495223.96113834,-2384993.55906789,1079,FALSE,1,"02.1","02","AK","Alaska"
-1491528.44397908,-2383287.63452002,1080,FALSE,1,"02.1","02","AK","Alaska"
-1489124.72885234,-2385432.98722884,1081,FALSE,1,"02.1","02","AK","Alaska"
-1485494.75993886,-2383743.99181807,1082,FALSE,1,"02.1","02","AK","Alaska"
-1483256.01188589,-2381914.39602895,1083,FALSE,1,"02.1","02","AK","Alaska"
-1479986.81749256,-2381382.29473519,1084,FALSE,1,"02.1","02","AK","Alaska"
-1477399.35246835,-2378660.73947073,1085,FALSE,1,"02.1","02","AK","Alaska"
-1474252.78017852,-2377968.93338488,1086,FALSE,1,"02.1","02","AK","Alaska"
-1467789.64084012,-2379044.69283189,1087,FALSE,1,"02.1","02","AK","Alaska"
-1465185.40363106,-2383571.462155,1088,FALSE,1,"02.1","02","AK","Alaska"
-1462950.05141923,-2382660.91874935,1089,FALSE,1,"02.1","02","AK","Alaska"
-1461340.6241308,-2379733.18173788,1090,FALSE,1,"02.1","02","AK","Alaska"
-1462288.03189743,-2374914.15386936,1091,FALSE,1,"02.1","02","AK","Alaska"
-1457559.24306732,-2372379.73039229,1092,FALSE,1,"02.1","02","AK","Alaska"
-1454952.05644673,-2372863.88865737,1093,FALSE,1,"02.1","02","AK","Alaska"
-1450521.82801564,-2371685.41295909,1094,FALSE,1,"02.1","02","AK","Alaska"
-1451572.67212574,-2368878.66305306,1095,FALSE,1,"02.1","02","AK","Alaska"
-1449355.7939805,-2366552.45468009,1096,FALSE,1,"02.1","02","AK","Alaska"
-1444984.2018843,-2361934.09703401,1097,FALSE,1,"02.1","02","AK","Alaska"
-1443079.99204137,-2358194.6745347,1098,FALSE,1,"02.1","02","AK","Alaska"
-1438050.03264331,-2351297.80635588,1099,FALSE,1,"02.1","02","AK","Alaska"
-1434402.92048039,-2345960.65433309,1100,FALSE,1,"02.1","02","AK","Alaska"
-1431906.66888238,-2344068.58457806,1101,FALSE,1,"02.1","02","AK","Alaska"
-1430149.07961649,-2341972.60229439,1102,FALSE,1,"02.1","02","AK","Alaska"
-1426304.78591822,-2339880.55534954,1103,FALSE,1,"02.1","02","AK","Alaska"
-1424041.96938155,-2336936.00466351,1104,FALSE,1,"02.1","02","AK","Alaska"
-1421608.46336026,-2336353.35549953,1105,FALSE,1,"02.1","02","AK","Alaska"
-1414971.43071866,-2333888.14542784,1106,FALSE,1,"02.1","02","AK","Alaska"
-1407549.76908078,-2331019.7386235,1107,FALSE,1,"02.1","02","AK","Alaska"
-1402655.31928531,-2330463.82090625,1108,FALSE,1,"02.1","02","AK","Alaska"
-1398623.42088893,-2330467.70596141,1109,FALSE,1,"02.1","02","AK","Alaska"
-1398574.77399436,-2334386.25144117,1110,FALSE,1,"02.1","02","AK","Alaska"
-1397996.29482998,-2337515.40422321,1111,FALSE,1,"02.1","02","AK","Alaska"
-1392062.42270352,-2338649.31712861,1112,FALSE,1,"02.1","02","AK","Alaska"
-1390646.48705616,-2338356.62604514,1113,FALSE,1,"02.1","02","AK","Alaska"
-1389436.03689832,-2335910.10921819,1114,FALSE,1,"02.1","02","AK","Alaska"
-1391490.86042185,-2333736.42724206,1115,FALSE,1,"02.1","02","AK","Alaska"
-1392971.7833245,-2332560.30115453,1116,FALSE,1,"02.1","02","AK","Alaska"
-1390589.3438806,-2327748.93857893,1117,FALSE,1,"02.1","02","AK","Alaska"
-1388752.87336341,-2321070.82635359,1118,FALSE,1,"02.1","02","AK","Alaska"
-1388396.75242808,-2317406.49204132,1119,FALSE,1,"02.1","02","AK","Alaska"
-1384399.09620182,-2313958.19816806,1120,FALSE,1,"02.1","02","AK","Alaska"
-1382572.73417794,-2311225.02126173,1121,FALSE,1,"02.1","02","AK","Alaska"
-1378615.3594768,-2308660.72010689,1122,FALSE,1,"02.1","02","AK","Alaska"
-1374850.76880641,-2303812.28159346,1123,FALSE,1,"02.1","02","AK","Alaska"
-1367657.81354213,-2299491.90177167,1124,FALSE,1,"02.1","02","AK","Alaska"
-1360023.72689656,-2293577.9800589,1125,FALSE,1,"02.1","02","AK","Alaska"
-1354100.30548537,-2288202.58781831,1126,FALSE,1,"02.1","02","AK","Alaska"
-1352011.4830822,-2289827.67258296,1127,FALSE,1,"02.1","02","AK","Alaska"
-1350961.57726512,-2290642.05615442,1128,FALSE,1,"02.1","02","AK","Alaska"
-1348238.32034087,-2290435.50194537,1129,FALSE,1,"02.1","02","AK","Alaska"
-1346069.78320388,-2289609.03014573,1130,FALSE,1,"02.1","02","AK","Alaska"
-1345942.8410965,-2287719.82041881,1131,FALSE,1,"02.1","02","AK","Alaska"
-1347123.46271278,-2284465.18690714,1132,FALSE,1,"02.1","02","AK","Alaska"
-1347179.98291949,-2280537.78779843,1133,FALSE,1,"02.1","02","AK","Alaska"
-1343918.30945455,-2273117.47436068,1134,FALSE,1,"02.1","02","AK","Alaska"
-1339128.39519391,-2265337.86193791,1135,FALSE,1,"02.1","02","AK","Alaska"
-1337015.50718213,-2263223.23693721,1136,FALSE,1,"02.1","02","AK","Alaska"
-1333512.76800146,-2261272.19165991,1137,FALSE,1,"02.1","02","AK","Alaska"
-1330139.61020671,-2255068.96871715,1138,FALSE,1,"02.1","02","AK","Alaska"
-1326453.32699268,-2251300.27083011,1139,FALSE,1,"02.1","02","AK","Alaska"
-1324206.77613262,-2250341.62127016,1140,FALSE,1,"02.1","02","AK","Alaska"
-1324495.20583957,-2248006.21136273,1141,FALSE,1,"02.1","02","AK","Alaska"
-1325265.71887245,-2245621.11356911,1142,FALSE,1,"02.1","02","AK","Alaska"
-1324952.64733323,-2240702.78273727,1143,FALSE,1,"02.1","02","AK","Alaska"
-1324328.01785673,-2234809.94081633,1144,FALSE,1,"02.1","02","AK","Alaska"
-1323936.06948,-2223586.33181207,1145,FALSE,1,"02.1","02","AK","Alaska"
-1323159.37959389,-2220504.78878418,1146,FALSE,1,"02.1","02","AK","Alaska"
-1321535.14629196,-2216917.953796,1147,FALSE,1,"02.1","02","AK","Alaska"
-1323348.32116761,-2213935.02423911,1148,FALSE,1,"02.1","02","AK","Alaska"
-1323516.16405311,-2208858.5311591,1149,FALSE,1,"02.1","02","AK","Alaska"
-1322412.1993419,-2203535.36040903,1150,FALSE,1,"02.1","02","AK","Alaska"
-1318659.49513622,-2199063.54874251,1151,FALSE,1,"02.1","02","AK","Alaska"
-1317161.9713783,-2196709.89399863,1152,FALSE,1,"02.1","02","AK","Alaska"
-1314794.75511636,-2192975.94404922,1153,FALSE,1,"02.1","02","AK","Alaska"
-1313236.21206888,-2189865.94133834,1154,FALSE,1,"02.1","02","AK","Alaska"
-1311925.69118854,-2184874.58552241,1155,FALSE,1,"02.1","02","AK","Alaska"
-1312549.34187838,-2183547.65196431,1156,FALSE,1,"02.1","02","AK","Alaska"
-1314952.96374022,-2183466.20669033,1157,FALSE,1,"02.1","02","AK","Alaska"
-1315789.05252606,-2183932.7176933,1158,FALSE,1,"02.1","02","AK","Alaska"
-1321207.78678497,-2186939.86890392,1159,FALSE,1,"02.1","02","AK","Alaska"
-1325414.19647714,-2189907.18931859,1160,FALSE,1,"02.1","02","AK","Alaska"
-1330165.82483721,-2192529.97103006,1161,FALSE,1,"02.1","02","AK","Alaska"
-1338565.57938479,-2197343.03659878,1162,FALSE,1,"02.1","02","AK","Alaska"
-1340774.11193803,-2197168.45443742,1163,FALSE,1,"02.1","02","AK","Alaska"
-1343270.54259331,-2194932.98686485,1164,FALSE,1,"02.1","02","AK","Alaska"
-1344540.28343899,-2190753.65649052,1165,FALSE,1,"02.1","02","AK","Alaska"
-1345709.0871576,-2189676.45021772,1166,FALSE,1,"02.1","02","AK","Alaska"
-1349135.14535865,-2188095.89475307,1167,FALSE,1,"02.1","02","AK","Alaska"
-1348203.25769726,-2185297.30288476,1168,FALSE,1,"02.1","02","AK","Alaska"
-1350677.28486577,-2182611.41838983,1169,FALSE,1,"02.1","02","AK","Alaska"
-1354082.95327666,-2185079.55329914,1170,FALSE,1,"02.1","02","AK","Alaska"
-1354493.73173226,-2188126.26555352,1171,FALSE,1,"02.1","02","AK","Alaska"
-1354141.81975107,-2190715.36554913,1172,FALSE,1,"02.1","02","AK","Alaska"
-1355946.45638177,-2193724.89012761,1173,FALSE,1,"02.1","02","AK","Alaska"
-1355003.3625469,-2197230.71160435,1174,FALSE,1,"02.1","02","AK","Alaska"
-1351721.5961445,-2204479.35880794,1175,FALSE,1,"02.1","02","AK","Alaska"
-1353738.75424165,-2208339.99558898,1176,FALSE,1,"02.1","02","AK","Alaska"
-1355755.4043758,-2209272.3993128,1177,FALSE,1,"02.1","02","AK","Alaska"
-1360204.67393448,-2207709.45934006,1178,FALSE,1,"02.1","02","AK","Alaska"
-1364513.56750718,-2198607.27875694,1179,FALSE,1,"02.1","02","AK","Alaska"
-1369139.11174938,-2189969.33118471,1180,FALSE,1,"02.1","02","AK","Alaska"
-1372145.76502243,-2186940.77943008,1181,FALSE,1,"02.1","02","AK","Alaska"
-1374798.50493136,-2186380.00835608,1182,FALSE,1,"02.1","02","AK","Alaska"
-1373872.60301266,-2184350.60557146,1183,FALSE,1,"02.1","02","AK","Alaska"
-1374279.82814152,-2181958.5922424,1184,FALSE,1,"02.1","02","AK","Alaska"
-1376545.06309476,-2182084.1938265,1185,FALSE,1,"02.1","02","AK","Alaska"
-1377321.28687306,-2184827.44066229,1186,FALSE,1,"02.1","02","AK","Alaska"
-1378306.97985853,-2187480.46251114,1187,FALSE,1,"02.1","02","AK","Alaska"
-1380983.83349541,-2189742.65910421,1188,FALSE,1,"02.1","02","AK","Alaska"
-1382739.71311061,-2186907.34771487,1189,FALSE,1,"02.1","02","AK","Alaska"
-1386829.75993354,-2185351.52584509,1190,FALSE,1,"02.1","02","AK","Alaska"
-1388814.38227983,-2183557.53635495,1191,FALSE,1,"02.1","02","AK","Alaska"
-1390998.01857929,-2180852.22317049,1192,FALSE,1,"02.1","02","AK","Alaska"
-1389474.8065741,-2178787.37669879,1193,FALSE,1,"02.1","02","AK","Alaska"
-1390990.63846552,-2174899.64239614,1194,FALSE,1,"02.1","02","AK","Alaska"
-1395612.3721189,-2177898.6584439,1195,FALSE,1,"02.1","02","AK","Alaska"
-1400600.35756996,-2182454.53542207,1196,FALSE,1,"02.1","02","AK","Alaska"
-1402721.03764665,-2187134.80327051,1197,FALSE,1,"02.1","02","AK","Alaska"
-1403901.91868503,-2184597.84563931,1198,FALSE,1,"02.1","02","AK","Alaska"
-1406936.12504255,-2186025.63967374,1199,FALSE,1,"02.1","02","AK","Alaska"
-1407720.10838104,-2186569.87783546,1200,FALSE,1,"02.1","02","AK","Alaska"
-1408932.89325594,-2187410.41816203,1201,FALSE,1,"02.1","02","AK","Alaska"
-1412126.19709681,-2189615.65016635,1202,FALSE,1,"02.1","02","AK","Alaska"
-1414861.7096897,-2191342.48656757,1203,FALSE,1,"02.1","02","AK","Alaska"
-1414938.16144176,-2191723.53726798,1204,FALSE,1,"02.1","02","AK","Alaska"
-1415646.42715603,-2195251.22525099,1205,FALSE,1,"02.1","02","AK","Alaska"
-1419865.05484936,-2197969.84168469,1206,FALSE,1,"02.1","02","AK","Alaska"
-1424647.66214447,-2200881.8970186,1207,FALSE,1,"02.1","02","AK","Alaska"
-1425851.08242985,-2197753.11115119,1208,FALSE,1,"02.1","02","AK","Alaska"
-1431206.63243134,-2197859.70469437,1209,FALSE,1,"02.1","02","AK","Alaska"
-1434633.28568562,-2195624.59605092,1210,FALSE,1,"02.1","02","AK","Alaska"
-1430426.62350185,-2193697.8260875,1211,FALSE,1,"02.1","02","AK","Alaska"
-1426383.2881997,-2191481.38330012,1212,FALSE,1,"02.1","02","AK","Alaska"
-1424985.64926426,-2185805.14566256,1213,FALSE,1,"02.1","02","AK","Alaska"
-1425911.17968107,-2178331.17077821,1214,FALSE,1,"02.1","02","AK","Alaska"
-1428395.67846701,-2173043.22139009,1215,FALSE,1,"02.1","02","AK","Alaska"
-1430406.66330111,-2168848.56361621,1216,FALSE,1,"02.1","02","AK","Alaska"
-1431591.60159947,-2164708.02353832,1217,FALSE,1,"02.1","02","AK","Alaska"
-1430266.73171271,-2160441.15352874,1218,FALSE,1,"02.1","02","AK","Alaska"
-1426893.86431154,-2155733.96230072,1219,FALSE,1,"02.1","02","AK","Alaska"
-1425524.87554253,-2153949.26167018,1220,FALSE,1,"02.1","02","AK","Alaska"
-1423483.33141074,-2152848.91235439,1221,FALSE,1,"02.1","02","AK","Alaska"
-1425096.96896391,-2148942.63116057,1222,FALSE,1,"02.1","02","AK","Alaska"
-1427401.5164304,-2144605.63427002,1223,FALSE,1,"02.1","02","AK","Alaska"
-1427649.09521009,-2142092.91546683,1224,FALSE,1,"02.1","02","AK","Alaska"
-1431273.00660758,-2134215.05985534,1225,FALSE,1,"02.1","02","AK","Alaska"
-1432653.4619249,-2130555.18348498,1226,FALSE,1,"02.1","02","AK","Alaska"
-1433404.23939127,-2128097.39212607,1227,FALSE,1,"02.1","02","AK","Alaska"
-1435282.33803971,-2123471.17137684,1228,FALSE,1,"02.1","02","AK","Alaska"
-1438454.16252827,-2117662.53907559,1229,FALSE,1,"02.1","02","AK","Alaska"
-1440239.23040344,-2117205.76841665,1230,FALSE,1,"02.1","02","AK","Alaska"
-1441257.25738444,-2119420.49212588,1231,FALSE,1,"02.1","02","AK","Alaska"
-1441341.55959503,-2122048.31128329,1232,FALSE,1,"02.1","02","AK","Alaska"
-1441210.60025675,-2124662.54627063,1233,FALSE,1,"02.1","02","AK","Alaska"
-1441890.56026881,-2127292.75677714,1234,FALSE,1,"02.1","02","AK","Alaska"
-1444341.94712498,-2127402.76195083,1235,FALSE,1,"02.1","02","AK","Alaska"
-1446961.04883655,-2127252.71015956,1236,FALSE,1,"02.1","02","AK","Alaska"
-1448625.85323449,-2129135.14444124,1237,FALSE,1,"02.1","02","AK","Alaska"
-1451410.542332,-2130318.9584088,1238,FALSE,1,"02.1","02","AK","Alaska"
-1457057.10455879,-2133243.040019,1239,FALSE,1,"02.1","02","AK","Alaska"
-1463638.37727742,-2134655.35560721,1240,FALSE,1,"02.1","02","AK","Alaska"
-1470849.0341565,-2134926.70491178,1241,FALSE,1,"02.1","02","AK","Alaska"
-1474460.24422997,-2134255.52384853,1242,FALSE,1,"02.1","02","AK","Alaska"
-1479005.91601926,-2131780.37506304,1243,FALSE,1,"02.1","02","AK","Alaska"
-1480531.35343631,-2127094.92779787,1244,FALSE,1,"02.1","02","AK","Alaska"
-1479795.90583074,-2125743.03852817,1245,FALSE,1,"02.1","02","AK","Alaska"
-1478667.8711276,-2124316.33237136,1246,FALSE,1,"02.1","02","AK","Alaska"
-1481748.79593103,-2121251.81291604,1247,FALSE,1,"02.1","02","AK","Alaska"
-1484761.60575362,-2118365.36520504,1248,FALSE,1,"02.1","02","AK","Alaska"
-1486925.15113898,-2112947.10338613,1249,FALSE,1,"02.1","02","AK","Alaska"
-1489131.59377103,-2110938.12827871,1250,FALSE,1,"02.1","02","AK","Alaska"
-1490758.192951,-2107638.61881748,1251,FALSE,1,"02.1","02","AK","Alaska"
-1492525.45432841,-2107613.09636454,1252,FALSE,1,"02.1","02","AK","Alaska"
-1497022.52269859,-2104320.84453,1253,FALSE,1,"02.1","02","AK","Alaska"
-1500019.89935373,-2099722.45435518,1254,FALSE,1,"02.1","02","AK","Alaska"
-1498604.29030972,-2098452.14213803,1255,FALSE,1,"02.1","02","AK","Alaska"
-1497354.98689058,-2098024.90693661,1256,FALSE,1,"02.1","02","AK","Alaska"
-1495886.86000925,-2095249.20898136,1257,FALSE,1,"02.1","02","AK","Alaska"
-1496516.40666319,-2094440.26849996,1258,FALSE,1,"02.1","02","AK","Alaska"
-1498932.26826272,-2094760.36487178,1259,FALSE,1,"02.1","02","AK","Alaska"
-1501187.39379533,-2096294.63025861,1260,FALSE,1,"02.1","02","AK","Alaska"
-1503066.91732972,-2096061.60807406,1261,FALSE,1,"02.1","02","AK","Alaska"
-1505006.29918015,-2095467.45846049,1262,FALSE,1,"02.1","02","AK","Alaska"
-1506142.34154626,-2093092.19625192,1263,FALSE,1,"02.1","02","AK","Alaska"
-1504871.5345719,-2091645.08955617,1264,FALSE,1,"02.1","02","AK","Alaska"
-1501194.28779422,-2090502.36199549,1265,FALSE,1,"02.1","02","AK","Alaska"
-1498003.58172661,-2086986.91313569,1266,FALSE,1,"02.1","02","AK","Alaska"
-1496153.0593189,-2086404.72896383,1267,FALSE,1,"02.1","02","AK","Alaska"
-1496429.36715717,-2084008.82178651,1268,FALSE,1,"02.1","02","AK","Alaska"
-1497016.09069631,-2082516.2716644,1269,FALSE,1,"02.1","02","AK","Alaska"
-1496577.27061796,-2079183.60941917,1270,FALSE,1,"02.1","02","AK","Alaska"
-1497548.82016003,-2075185.38708477,1271,FALSE,1,"02.1","02","AK","Alaska"
-1498022.98274964,-2074479.12171108,1272,FALSE,1,"02.1","02","AK","Alaska"
-1499769.78196981,-2071868.5223563,1273,FALSE,1,"02.1","02","AK","Alaska"
-1498307.5301055,-2070081.74562364,1274,FALSE,1,"02.1","02","AK","Alaska"
-1496480.80707435,-2067753.22563012,1275,FALSE,1,"02.1","02","AK","Alaska"
-1498158.43588242,-2065879.25176379,1276,FALSE,1,"02.1","02","AK","Alaska"
-1499373.46826081,-2062798.2964145,1277,FALSE,1,"02.1","02","AK","Alaska"
-1501967.6093445,-2061562.27805325,1278,FALSE,1,"02.1","02","AK","Alaska"
-1503588.43850501,-2066034.06351748,1279,FALSE,1,"02.1","02","AK","Alaska"
-1505189.60954333,-2065672.61912942,1280,FALSE,1,"02.1","02","AK","Alaska"
-1507253.96414578,-2064981.85476057,1281,FALSE,1,"02.1","02","AK","Alaska"
-1508948.51149713,-2062458.15187544,1282,FALSE,1,"02.1","02","AK","Alaska"
-1508454.02892784,-2057863.34500345,1283,FALSE,1,"02.1","02","AK","Alaska"
-1508057.8350294,-2055296.50475308,1284,FALSE,1,"02.1","02","AK","Alaska"
-1511500.89621691,-2053290.95923195,1285,FALSE,1,"02.1","02","AK","Alaska"
-1512466.78352985,-2053358.25970198,1286,FALSE,1,"02.1","02","AK","Alaska"
-1514031.43373376,-2048199.67456888,1287,FALSE,1,"02.1","02","AK","Alaska"
-1512966.37478002,-2046866.03373648,1288,FALSE,1,"02.1","02","AK","Alaska"
-1511034.30996162,-2046111.65095002,1289,FALSE,1,"02.1","02","AK","Alaska"
-1509913.86075096,-2044193.46396824,1290,FALSE,1,"02.1","02","AK","Alaska"
-1512303.41631417,-2041564.1615387,1291,FALSE,1,"02.1","02","AK","Alaska"
-1513225.59762699,-2040366.53275691,1292,FALSE,1,"02.1","02","AK","Alaska"
-1515165.81132347,-2041000.30880252,1293,FALSE,1,"02.1","02","AK","Alaska"
-1516992.8594925,-2043210.99381766,1294,FALSE,1,"02.1","02","AK","Alaska"
-1518505.44819364,-2041984.57701084,1295,FALSE,1,"02.1","02","AK","Alaska"
-1519437.22880246,-2036950.96918335,1296,FALSE,1,"02.1","02","AK","Alaska"
-1517480.58022504,-2031173.715513,1297,FALSE,1,"02.1","02","AK","Alaska"
-1515317.14425027,-2029232.82916175,1298,FALSE,1,"02.1","02","AK","Alaska"
-1516038.9687555,-2026706.52877237,1299,FALSE,1,"02.1","02","AK","Alaska"
-1512618.55650015,-2025276.69252775,1300,FALSE,1,"02.1","02","AK","Alaska"
-1509798.31740543,-2026804.69784302,1301,FALSE,1,"02.1","02","AK","Alaska"
-1506204.42662042,-2026096.12553733,1302,FALSE,1,"02.1","02","AK","Alaska"
-1506321.00168069,-2024679.46121435,1303,FALSE,1,"02.1","02","AK","Alaska"
-1507947.38930535,-2019929.40347866,1304,FALSE,1,"02.1","02","AK","Alaska"
-1507787.09652145,-2015113.45083711,1305,FALSE,1,"02.1","02","AK","Alaska"
-1505697.79080085,-2011001.71778367,1306,FALSE,1,"02.1","02","AK","Alaska"
-1500609.81324109,-2004158.7657516,1307,FALSE,1,"02.1","02","AK","Alaska"
-1496055.99208002,-1997167.27777861,1308,FALSE,1,"02.1","02","AK","Alaska"
-1492059.94031542,-1992661.89105872,1309,FALSE,1,"02.1","02","AK","Alaska"
-1490845.94876259,-1988870.10143583,1310,FALSE,1,"02.1","02","AK","Alaska"
-1488743.52135188,-1985978.99450154,1311,FALSE,1,"02.1","02","AK","Alaska"
-1486047.48121875,-1984847.47084387,1312,FALSE,1,"02.1","02","AK","Alaska"
-1486344.35679665,-1981370.9956813,1313,FALSE,1,"02.1","02","AK","Alaska"
-1486367.40279749,-1978569.48749931,1314,FALSE,1,"02.1","02","AK","Alaska"
-1484693.34721494,-1973689.84196692,1315,FALSE,1,"02.1","02","AK","Alaska"
-1481604.74467782,-1967881.18755235,1316,FALSE,1,"02.1","02","AK","Alaska"
-1479659.94256533,-1963383.69068523,1317,FALSE,1,"02.1","02","AK","Alaska"
-1475942.38774738,-1959096.61373289,1318,FALSE,1,"02.1","02","AK","Alaska"
-1471007.55250276,-1957021.2927382,1319,FALSE,1,"02.1","02","AK","Alaska"
-1468061.63986979,-1956718.17681584,1320,FALSE,1,"02.1","02","AK","Alaska"
-1464483.6967307,-1959075.0178334,1321,FALSE,1,"02.1","02","AK","Alaska"
-1461396.919219,-1959788.31514615,1322,FALSE,1,"02.1","02","AK","Alaska"
-1459243.51900144,-1963664.16152341,1323,FALSE,1,"02.1","02","AK","Alaska"
-1457490.09492193,-1964095.82793539,1324,FALSE,1,"02.1","02","AK","Alaska"
-1453386.0804193,-1969417.28216879,1325,FALSE,1,"02.1","02","AK","Alaska"
-1447926.21943265,-1968732.46134168,1326,FALSE,1,"02.1","02","AK","Alaska"
-1444997.313467,-1965745.43460306,1327,FALSE,1,"02.1","02","AK","Alaska"
-1443363.17747573,-1964099.76368099,1328,FALSE,1,"02.1","02","AK","Alaska"
-1442748.374807,-1961497.13017323,1329,FALSE,1,"02.1","02","AK","Alaska"
-1440735.11918348,-1961157.63586077,1330,FALSE,1,"02.1","02","AK","Alaska"
-1437959.7256108,-1957945.20009468,1331,FALSE,1,"02.1","02","AK","Alaska"
-1436437.7140895,-1956176.64101803,1332,FALSE,1,"02.1","02","AK","Alaska"
-1434069.09226912,-1951564.07313126,1333,FALSE,1,"02.1","02","AK","Alaska"
-1432550.80648745,-1949335.54020444,1334,FALSE,1,"02.1","02","AK","Alaska"
-1436606.81408781,-1944841.8913583,1335,FALSE,1,"02.1","02","AK","Alaska"
-1439450.05604931,-1942590.38367857,1336,FALSE,1,"02.1","02","AK","Alaska"
-1436895.41361499,-1940305.16368415,1337,FALSE,1,"02.1","02","AK","Alaska"
-1433104.42532005,-1940050.02328774,1338,FALSE,1,"02.1","02","AK","Alaska"
-1430314.32059151,-1944956.5747518,1339,FALSE,1,"02.1","02","AK","Alaska"
-1426737.78411977,-1946577.50005355,1340,FALSE,1,"02.1","02","AK","Alaska"
-1425031.87620962,-1950121.23892984,1341,FALSE,1,"02.1","02","AK","Alaska"
-1418767.53204436,-1949448.72357571,1342,FALSE,1,"02.1","02","AK","Alaska"
-1413570.46780716,-1949908.78117832,1343,FALSE,1,"02.1","02","AK","Alaska"
-1408835.57094502,-1948548.83185958,1344,FALSE,1,"02.1","02","AK","Alaska"
-1406332.59907849,-1944965.49143857,1345,FALSE,1,"02.1","02","AK","Alaska"
-1400174.21444557,-1935367.32718472,1346,FALSE,1,"02.1","02","AK","Alaska"
