"long","lat","order","hole","piece","group","fips","abbr","full"
1190555.16219756,-1550501.90212182,149,FALSE,1,"01.1","01","AL","Alabama"
1175344.18155084,-1555068.30491047,150,FALSE,1,"01.1","01","AL","Alabama"
1168084.54104299,-1554878.26829143,151,FALSE,1,"01.1","01","AL","Alabama"
1175843.54738303,-1549250.24939248,152,FALSE,1,"01.1","01","AL","Alabama"
1176182.14469093,-1544245.36895301,153,FALSE,1,"01.1","01","AL","Alabama"
1168863.49875288,-1538670.95464041,154,FALSE,1,"01.1","01","AL","Alabama"
1163337.94395952,-1532454.05709723,155,FALSE,1,"01.1","01","AL","Alabama"
1160956.06519593,-1528189.48337838,156,FALSE,1,"01.1","01","AL","Alabama"
1163130.66124463,-1520790.7672889,157,FALSE,1,"01.1","01","AL","Alabama"
1161401.47988856,-1517125.92161718,158,FALSE,1,"01.1","01","AL","Alabama"
1158976.59513668,-1510009.83650332,159,FALSE,1,"01.1","01","AL","Alabama"
1151182.90257878,-1507504.34981383,160,FALSE,1,"01.1","01","AL","Alabama"
1146605.08418331,-1512617.46418275,161,FALSE,1,"01.1","01","AL","Alabama"
1147073.27851024,-1518869.79097275,162,FALSE,1,"01.1","01","AL","Alabama"
1146029.86112647,-1523700.16683241,163,FALSE,1,"01.1","01","AL","Alabama"
1144510.90765948,-1528979.79872522,164,FALSE,1,"01.1","01","AL","Alabama"
1145621.16164603,-1539877.14660955,165,FALSE,1,"01.1","01","AL","Alabama"
1143764.78603024,-1549187.22241087,166,FALSE,1,"01.1","01","AL","Alabama"
1138066.49816559,-1549917.04667566,167,FALSE,1,"01.1","01","AL","Alabama"
1132154.29827795,-1550986.91373599,168,FALSE,1,"01.1","01","AL","Alabama"
1126360.88725403,-1546205.0073264,169,FALSE,1,"01.1","01","AL","Alabama"
1121103.50103851,-1544790.61241638,170,FALSE,1,"01.1","01","AL","Alabama"
1118375.29316724,-1547232.74338308,171,FALSE,1,"01.1","01","AL","Alabama"
1115306.31263194,-1528250.14764021,172,FALSE,1,"01.1","01","AL","Alabama"
1112102.83753468,-1507666.81365182,173,FALSE,1,"01.1","01","AL","Alabama"
1112035.05648987,-1507249.10969559,174,FALSE,1,"01.1","01","AL","Alabama"
1107378.02223567,-1478570.23860368,175,FALSE,1,"01.1","01","AL","Alabama"
1105318.76071685,-1465901.62001383,176,FALSE,1,"01.1","01","AL","Alabama"
1099785.89422449,-1432384.17813811,177,FALSE,1,"01.1","01","AL","Alabama"
1099523.58724118,-1430794.16948203,178,FALSE,1,"01.1","01","AL","Alabama"
1096174.06089371,-1410500.31959855,179,FALSE,1,"01.1","01","AL","Alabama"
1094795.12868488,-1402167.58568853,180,FALSE,1,"01.1","01","AL","Alabama"
1093117.35960261,-1392033.03336244,181,FALSE,1,"01.1","01","AL","Alabama"
1091778.8532284,-1380694.98298214,182,FALSE,1,"01.1","01","AL","Alabama"
-1533713.97791568,-1824317.739679,183,FALSE,1,"02.1","02","AK","Alaska"
-1530430.85376019,-1821089.57471941,184,FALSE,1,"02.1","02","AK","Alaska"
-1523876.60919156,-1818619.96485054,185,FALSE,1,"02.1","02","AK","Alaska"
-1516419.84889993,-1814483.56108215,186,FALSE,1,"02.1","02","AK","Alaska"
-1505861.03344872,-1807138.28025425,187,FALSE,1,"02.1","02","AK","Alaska"
-1491277.45092564,-1798707.50711856,188,FALSE,1,"02.1","02","AK","Alaska"
-1478951.96505873,-1792434.42092143,189,FALSE,1,"02.1","02","AK","Alaska"
-1467701.91946851,-1788318.83912322,190,FALSE,1,"02.1","02","AK","Alaska"
-1459926.86808376,-1786247.9052899,191,FALSE,1,"02.1","02","AK","Alaska"
-1459840.44193313,-1786252.25960183,192,FALSE,1,"02.1","02","AK","Alaska"
-1449498.48674187,-1786719.7885649,193,FALSE,1,"02.1","02","AK","Alaska"
-1445688.36289997,-1788795.36388689,194,FALSE,1,"02.1","02","AK","Alaska"
-1448213.03464463,-1791638.78883103,195,FALSE,1,"02.1","02","AK","Alaska"
-1449778.39398558,-1794676.52870773,196,FALSE,1,"02.1","02","AK","Alaska"
-1451355.65139603,-1796999.54298596,197,FALSE,1,"02.1","02","AK","Alaska"
-1451306.35808663,-1801200.59171225,198,FALSE,1,"02.1","02","AK","Alaska"
-1451420.70624963,-1803653.42262985,199,FALSE,1,"02.1","02","AK","Alaska"
-1453082.72444315,-1805294.42867923,200,FALSE,1,"02.1","02","AK","Alaska"
-1453088.90309719,-1807077.56054518,201,FALSE,1,"02.1","02","AK","Alaska"
-1451438.86790057,-1811891.71839178,202,FALSE,1,"02.1","02","AK","Alaska"
-1449633.97362122,-1814140.70023073,203,FALSE,1,"02.1","02","AK","Alaska"
-1445848.28735149,-1813136.34169516,204,FALSE,1,"02.1","02","AK","Alaska"
-1443572.79471908,-1813344.73987472,205,FALSE,1,"02.1","02","AK","Alaska"
-1439529.84468045,-1814984.05612412,206,FALSE,1,"02.1","02","AK","Alaska"
-1436709.27870841,-1814307.75973487,207,FALSE,1,"02.1","02","AK","Alaska"
-1432110.31822108,-1813960.37672465,208,FALSE,1,"02.1","02","AK","Alaska"
-1429931.61942897,-1816715.25611642,209,FALSE,1,"02.1","02","AK","Alaska"
-1426229.64048941,-1816477.00615154,210,FALSE,1,"02.1","02","AK","Alaska"
-1424583.21671657,-1817485.78962377,211,FALSE,1,"02.1","02","AK","Alaska"
-1420839.72621123,-1815296.59639164,212,FALSE,1,"02.1","02","AK","Alaska"
-1415485.14644011,-1818475.26796471,213,FALSE,1,"02.1","02","AK","Alaska"
-1414169.97276119,-1815922.99877425,214,FALSE,1,"02.1","02","AK","Alaska"
-1410873.13499416,-1810816.23957722,215,FALSE,1,"02.1","02","AK","Alaska"
-1409477.31005902,-1807646.11668132,216,FALSE,1,"02.1","02","AK","Alaska"
-1408236.68509836,-1806553.72139465,217,FALSE,1,"02.1","02","AK","Alaska"
-1405625.66674645,-1807053.98594106,218,FALSE,1,"02.1","02","AK","Alaska"
-1405340.26776169,-1808681.54701312,219,FALSE,1,"02.1","02","AK","Alaska"
-1403134.27654891,-1809428.32645947,220,FALSE,1,"02.1","02","AK","Alaska"
-1399298.91600734,-1808386.56360493,221,FALSE,1,"02.1","02","AK","Alaska"
-1400833.23587174,-1804191.40503195,222,FALSE,1,"02.1","02","AK","Alaska"
-1404949.42870538,-1801272.67838164,223,FALSE,1,"02.1","02","AK","Alaska"
-1409492.67120742,-1799602.74084586,224,FALSE,1,"02.1","02","AK","Alaska"
-1411666.66721257,-1799521.57087594,225,FALSE,1,"02.1","02","AK","Alaska"
-1415871.35269147,-1801684.37633463,226,FALSE,1,"02.1","02","AK","Alaska"
-1414545.56424097,-1796116.29351884,227,FALSE,1,"02.1","02","AK","Alaska"
-1414574.98167231,-1793449.18795747,228,FALSE,1,"02.1","02","AK","Alaska"
-1418368.95432861,-1787521.74366315,229,FALSE,1,"02.1","02","AK","Alaska"
-1419391.43984694,-1784110.97233624,230,FALSE,1,"02.1","02","AK","Alaska"
-1422384.71100451,-1781919.0740558,231,FALSE,1,"02.1","02","AK","Alaska"
-1425048.89687655,-1780927.94617167,232,FALSE,1,"02.1","02","AK","Alaska"
-1426825.82419234,-1774786.90249987,233,FALSE,1,"02.1","02","AK","Alaska"
-1425861.497844,-1772557.2143535,234,FALSE,1,"02.1","02","AK","Alaska"
-1423603.19187779,-1770315.29683535,235,FALSE,1,"02.1","02","AK","Alaska"
-1423515.84274688,-1768800.2278696,236,FALSE,1,"02.1","02","AK","Alaska"
-1426412.87834473,-1767679.08941305,237,FALSE,1,"02.1","02","AK","Alaska"
-1430130.0311941,-1767776.75077446,238,FALSE,1,"02.1","02","AK","Alaska"
-1432956.69458709,-1765584.17750353,239,FALSE,1,"02.1","02","AK","Alaska"
-1437908.05131231,-1763572.63460271,240,FALSE,1,"02.1","02","AK","Alaska"
-1442916.58945771,-1761506.83744905,241,FALSE,1,"02.1","02","AK","Alaska"
-1444788.30137565,-1760460.26318946,242,FALSE,1,"02.1","02","AK","Alaska"
-1444967.57780987,-1755257.49143125,243,FALSE,1,"02.1","02","AK","Alaska"
-1446320.6085179,-1744496.27895181,244,FALSE,1,"02.1","02","AK","Alaska"
-1448511.63090081,-1736529.23262329,245,FALSE,1,"02.1","02","AK","Alaska"
-1451581.717843,-1731811.68645831,246,FALSE,1,"02.1","02","AK","Alaska"
-1455919.47738698,-1727527.21131773,247,FALSE,1,"02.1","02","AK","Alaska"
-1464210.1365169,-1715895.77382875,248,FALSE,1,"02.1","02","AK","Alaska"
-1467928.65982323,-1710572.19424534,249,FALSE,1,"02.1","02","AK","Alaska"
-1468653.7171321,-1710020.87997315,250,FALSE,1,"02.1","02","AK","Alaska"
-1473186.05001559,-1706546.86848484,251,FALSE,1,"02.1","02","AK","Alaska"
-1476137.7288817,-1705131.40758044,252,FALSE,1,"02.1","02","AK","Alaska"
-1477644.33688907,-1703321.99105983,253,FALSE,1,"02.1","02","AK","Alaska"
-1478982.23760205,-1698957.41644646,254,FALSE,1,"02.1","02","AK","Alaska"
-1482209.35494576,-1694968.14134984,255,FALSE,1,"02.1","02","AK","Alaska"
-1486647.89106245,-1691998.7587427,256,FALSE,1,"02.1","02","AK","Alaska"
-1490561.47831011,-1691217.71258427,257,FALSE,1,"02.1","02","AK","Alaska"
-1485946.96940822,-1688357.14822812,258,FALSE,1,"02.1","02","AK","Alaska"
-1481322.13522487,-1687128.74866018,259,FALSE,1,"02.1","02","AK","Alaska"
-1479983.41581674,-1683212.09183414,260,FALSE,1,"02.1","02","AK","Alaska"
-1478414.13792389,-1678624.04995817,261,FALSE,1,"02.1","02","AK","Alaska"
-1476972.77602954,-1672958.41985566,262,FALSE,1,"02.1","02","AK","Alaska"
-1476364.02270247,-1665422.03204139,263,FALSE,1,"02.1","02","AK","Alaska"
-1471532.27720647,-1666355.50940727,264,FALSE,1,"02.1","02","AK","Alaska"
-1465109.87261807,-1667880.06967858,265,FALSE,1,"02.1","02","AK","Alaska"
-1455906.32049491,-1667635.98323304,266,FALSE,1,"02.1","02","AK","Alaska"
-1448514.93948716,-1666699.53837808,267,FALSE,1,"02.1","02","AK","Alaska"
-1443982.61355743,-1666529.23802816,268,FALSE,1,"02.1","02","AK","Alaska"
-1438260.16067701,-1663525.88649817,269,FALSE,1,"02.1","02","AK","Alaska"
-1431822.68137769,-1657808.77741397,270,FALSE,1,"02.1","02","AK","Alaska"
-1425488.18835168,-1649025.50349348,271,FALSE,1,"02.1","02","AK","Alaska"
-1423302.26988009,-1642828.54452327,272,FALSE,1,"02.1","02","AK","Alaska"
-1422275.99073011,-1633530.59077262,273,FALSE,1,"02.1","02","AK","Alaska"
-1420317.65264816,-1627272.63612735,274,FALSE,1,"02.1","02","AK","Alaska"
-1418523.37555833,-1622921.02402268,275,FALSE,1,"02.1","02","AK","Alaska"
-1414802.65066628,-1617901.06611955,276,FALSE,1,"02.1","02","AK","Alaska"
-1409447.2202746,-1609538.00561008,277,FALSE,1,"02.1","02","AK","Alaska"
-1405784.50656264,-1604492.56231521,278,FALSE,1,"02.1","02","AK","Alaska"
-1398636.21298015,-1598601.16096307,279,FALSE,1,"02.1","02","AK","Alaska"
-1394200.62704878,-1600253.60401528,280,FALSE,1,"02.1","02","AK","Alaska"
-1389712.81578777,-1600844.82209115,281,FALSE,1,"02.1","02","AK","Alaska"
-1382056.12933271,-1597176.73290928,282,FALSE,1,"02.1","02","AK","Alaska"
-1372174.24070447,-1588308.72547862,283,FALSE,1,"02.1","02","AK","Alaska"
-1366370.30446556,-1581009.09293501,284,FALSE,1,"02.1","02","AK","Alaska"
-1362717.7417243,-1576643.07129621,285,FALSE,1,"02.1","02","AK","Alaska"
-1355271.29230314,-1572732.78396289,286,FALSE,1,"02.1","02","AK","Alaska"
-1354600.22634613,-1575688.24463766,287,FALSE,1,"02.1","02","AK","Alaska"
-1350730.93592709,-1577041.54938433,288,FALSE,1,"02.1","02","AK","Alaska"
-1346502.10800206,-1576973.4037344,289,FALSE,1,"02.1","02","AK","Alaska"
-1343300.98336666,-1575748.28234844,290,FALSE,1,"02.1","02","AK","Alaska"
-1338230.06602269,-1575141.367482,291,FALSE,1,"02.1","02","AK","Alaska"
-1334150.8818963,-1572930.36190463,292,FALSE,1,"02.1","02","AK","Alaska"
-1328718.59598888,-1567778.80112545,293,FALSE,1,"02.1","02","AK","Alaska"
-1324830.39399084,-1561714.71337188,294,FALSE,1,"02.1","02","AK","Alaska"
-1320565.60984376,-1554347.58038835,295,FALSE,1,"02.1","02","AK","Alaska"
-1319059.27505926,-1551925.3904586,296,FALSE,1,"02.1","02","AK","Alaska"
-1315400.43979111,-1548525.98579436,297,FALSE,1,"02.1","02","AK","Alaska"
-1314927.87492409,-1551367.03056478,298,FALSE,1,"02.1","02","AK","Alaska"
-1311703.09215495,-1553139.61794468,299,FALSE,1,"02.1","02","AK","Alaska"
-1308232.63328242,-1553925.44048175,300,FALSE,1,"02.1","02","AK","Alaska"
-1307849.72422487,-1556842.61918473,301,FALSE,1,"02.1","02","AK","Alaska"
-1305617.40319462,-1556305.86854508,302,FALSE,1,"02.1","02","AK","Alaska"
-1301059.63199713,-1557224.49311147,303,FALSE,1,"02.1","02","AK","Alaska"
-1300104.17197616,-1560737.06373287,304,FALSE,1,"02.1","02","AK","Alaska"
-1300312.96988131,-1562507.6816521,305,FALSE,1,"02.1","02","AK","Alaska"
-1302922.99519589,-1565015.17760583,306,FALSE,1,"02.1","02","AK","Alaska"
-1303796.85006754,-1566795.4017137,307,FALSE,1,"02.1","02","AK","Alaska"
-1306669.51082782,-1567948.58743737,308,FALSE,1,"02.1","02","AK","Alaska"
-1307118.69541495,-1570310.1861704,309,FALSE,1,"02.1","02","AK","Alaska"
-1306352.41710285,-1573620.22248718,310,FALSE,1,"02.1","02","AK","Alaska"
-1303444.82567549,-1574610.51786341,311,FALSE,1,"02.1","02","AK","Alaska"
-1300577.05932923,-1573688.61049776,312,FALSE,1,"02.1","02","AK","Alaska"
-1299694.66370521,-1571690.76361407,313,FALSE,1,"02.1","02","AK","Alaska"
-1300080.95738903,-1568936.85035437,314,FALSE,1,"02.1","02","AK","Alaska"
-1297811.8176717,-1566126.79732179,315,FALSE,1,"02.1","02","AK","Alaska"
-1296254.6642216,-1561756.77911756,316,FALSE,1,"02.1","02","AK","Alaska"
-1293217.4683095,-1558261.86183254,317,FALSE,1,"02.1","02","AK","Alaska"
-1291461.35429453,-1559146.31630625,318,FALSE,1,"02.1","02","AK","Alaska"
-1286041.0847856,-1564879.28556707,319,FALSE,1,"02.1","02","AK","Alaska"
-1286439.72680043,-1568187.04798281,320,FALSE,1,"02.1","02","AK","Alaska"
-1285873.82469627,-1574049.76835771,321,FALSE,1,"02.1","02","AK","Alaska"
-1283718.4033831,-1573655.15878717,322,FALSE,1,"02.1","02","AK","Alaska"
-1281592.20389822,-1574020.28712459,323,FALSE,1,"02.1","02","AK","Alaska"
-1279096.08430983,-1576056.38630536,324,FALSE,1,"02.1","02","AK","Alaska"
-1275571.91796762,-1570378.30430173,325,FALSE,1,"02.1","02","AK","Alaska"
-1272178.83153819,-1570254.01215971,326,FALSE,1,"02.1","02","AK","Alaska"
-1268552.2279616,-1569645.94151277,327,FALSE,1,"02.1","02","AK","Alaska"
-1265749.78940232,-1567791.91643298,328,FALSE,1,"02.1","02","AK","Alaska"
