"x","y","fips","abbr","full","county"
-1043277.61828214,471746.31984116,"30029","MT","Montana","Flathead County"
-860017.30498214,153077.93341368,"30031","MT","Montana","Gallatin County"
-527938.86345871,274500.56102577,"30033","MT","Montana","Garfield County"
-949621.39653804,485331.4205764,"30035","MT","Montana","Glacier County"
-699177.87073478,187152.46432425,"30037","MT","Montana","Golden Valley County"
-1022131.09922662,248273.83759947,"30039","MT","Montana","Granite County"
-741538.56978552,453324.60322002,"30041","MT","Montana","Hill County"
-931030.92957913,199691.20402847,"30043","MT","Montana","Jefferson County"
-773344.22074552,271871.68261578,"30045","MT","Montana","Judith Basin County"
-1050435.53386506,399999.51928923,"30047","MT","Montana","Lake County"
-934462.80456792,304508.21351247,"30049","MT","Montana","Lewis and Clark County"
-809100.87747494,441712.96445264,"30051","MT","Montana","Liberty County"
-1128869.3712524,511343.0215749,"30053","MT","Montana","Lincoln County"
-436425.0061708,305166.7320433,"30055","MT","Montana","McCone County"
-926192.23997726,106413.57065171,"30057","MT","Montana","Madison County"
-815064.18984185,216372.30254006,"30059","MT","Montana","Meagher County"
-1114552.2898466,330798.63327072,"30061","MT","Montana","Mineral County"
-1049138.63680369,302452.33306013,"30063","MT","Montana","Missoula County"
-648466.88779084,200330.62259451,"30065","MT","Montana","Musselshell County"
-825750.69761401,82098.56107282,"30067","MT","Montana","Park County"
-625501.03007436,253852.04730892,"30069","MT","Montana","Petroleum County"
-570834.63590847,429768.03871539,"30071","MT","Montana","Phillips County"
-903772.89382123,437161.46743432,"30073","MT","Montana","Pondera County"
-441079.12885276,59368.22801633,"30075","MT","Montana","Powder River County"
-967597.78360943,244490.60750005,"30077","MT","Montana","Powell County"
-400821.26936539,207548.93962359,"30079","MT","Montana","Prairie County"
-1082000.2263184,218244.25278135,"30081","MT","Montana","Ravalli County"
-342179.75166628,328140.02415327,"30083","MT","Montana","Richland County"
-393428.73068958,382596.94882972,"30085","MT","Montana","Roosevelt County"
-505241.86974671,191678.67526497,"30087","MT","Montana","Rosebud County"
-1111220.86307607,397701.59790784,"30089","MT","Montana","Sanders County"
-326441.16044466,424065.89820633,"30091","MT","Montana","Sheridan County"
-974926.81718423,177007.87469259,"30093","MT","Montana","Silver Bow County"
-712455.73177318,129348.06046914,"30095","MT","Montana","Stillwater County"
-764949.70431629,149767.3199738,"30097","MT","Montana","Sweet Grass County"
-914269.77211617,387507.43406085,"30099","MT","Montana","Teton County"
-857488.90044193,473938.0759191,"30101","MT","Montana","Toole County"
-556408.90365617,163257.09587609,"30103","MT","Montana","Treasure County"
-486162.66984863,403252.42908135,"30105","MT","Montana","Valley County"
-757226.48728921,209316.90693025,"30107","MT","Montana","Wheatland County"
-324550.36661119,207987.72245704,"30109","MT","Montana","Wibaux County"
-655518.55693744,127927.20576599,"30111","MT","Montana","Yellowstone County"
126774.89307965,-496359.57435774,"31001","NE","Nebraska","Adams County"
159402.11122295,-317674.70859331,"31003","NE","Nebraska","Antelope County"
-141138.42542656,-379970.07830479,"31005","NE","Nebraska","Arthur County"
-308879.6346208,-376951.93243734,"31007","NE","Nebraska","Banner County"
1925.7786705,-343182.25391756,"31009","NE","Nebraska","Blaine County"
160996.48432292,-363385.46745826,"31011","NE","Nebraska","Boone County"
-254621.36150602,-304211.56862683,"31013","NE","Nebraska","Box Butte County"
115412.20978168,-232975.45856742,"31015","NE","Nebraska","Boyd County"
6319.71655618,-287128.63985818,"31017","NE","Nebraska","Brown County"
81123.21209408,-460674.67866907,"31019","NE","Nebraska","Buffalo County"
302355.27044069,-341420.49840677,"31021","NE","Nebraska","Burt County"
239883.08455554,-416769.7326144,"31023","NE","Nebraska","Butler County"
334201.45303116,-445424.44569102,"31025","NE","Nebraska","Cass County"
224998.75941565,-262455.64188119,"31027","NE","Nebraska","Cedar County"
-143667.23935136,-496060.06684013,"31029","NE","Nebraska","Chase County"
-91330.54050959,-272413.81314722,"31031","NE","Nebraska","Cherry County"
-250315.41634828,-415617.48753769,"31033","NE","Nebraska","Cheyenne County"
164799.32683483,-495564.64782508,"31035","NE","Nebraska","Clay County"
242973.64698209,-376079.45677772,"31037","NE","Nebraska","Colfax County"
265836.4919165,-337626.27009724,"31039","NE","Nebraska","Cuming County"
22434.9709687,-400886.30954259,"31041","NE","Nebraska","Custer County"
281210.8443576,-284582.54833219,"31043","NE","Nebraska","Dakota County"
-255414.07401009,-248666.76035173,"31045","NE","Nebraska","Dawes County"
15704.4001467,-458726.42583948,"31047","NE","Nebraska","Dawson County"
-195713.64932449,-429441.58222372,"31049","NE","Nebraska","Deuel County"
256835.376237,-265535.89194901,"31051","NE","Nebraska","Dixon County"
277280.52054012,-373394.91045706,"31053","NE","Nebraska","Dodge County"
321818.10812262,-404722.14750162,"31055","NE","Nebraska","Douglas County"
-142607.84574471,-534727.81090887,"31057","NE","Nebraska","Dundy County"
203267.70472347,-494540.36595256,"31059","NE","Nebraska","Fillmore County"
89033.79014786,-535621.02857017,"31061","NE","Nebraska","Franklin County"
-35680.75275843,-497339.38582204,"31063","NE","Nebraska","Frontier County"
7467.00422727,-536184.35733228,"31065","NE","Nebraska","Furnas County"
281366.9731279,-530335.27008415,"31067","NE","Nebraska","Gage County"
-192323.14956516,-379590.04501439,"31069","NE","Nebraska","Garden County"
83499.12583871,-342527.54395906,"31071","NE","Nebraska","Garfield County"
15892.52967719,-497535.16596243,"31073","NE","Nebraska","Gosper County"
-143802.20550156,-341043.73705083,"31075","NE","Nebraska","Grant County"
123043.00509431,-380497.37911244,"31077","NE","Nebraska","Greeley County"
126015.58833864,-457685.75294124,"31079","NE","Nebraska","Hall County"
166159.47366458,-459392.27198129,"31081","NE","Nebraska","Hamilton County"
50653.51307545,-535991.41102237,"31083","NE","Nebraska","Harlan County"
-89604.19937668,-496931.82837182,"31085","NE","Nebraska","Hayes County"
-88613.85931327,-535648.81907663,"31087","NE","Nebraska","Hitchcock County"
100711.53525879,-282968.53773303,"31089","NE","Nebraska","Holt County"
-94011.63053698,-342190.2205096,"31091","NE","Nebraska","Hooker County"
124123.98780468,-419067.18567137,"31093","NE","Nebraska","Howard County"
242920.85944693,-532047.43270423,"31095","NE","Nebraska","Jefferson County"
316428.71803908,-505012.89655943,"31097","NE","Nebraska","Johnson County"
88532.45437517,-499420.83702597,"31099","NE","Nebraska","Kearney County"
-138663.87616982,-421060.58280778,"31101","NE","Nebraska","Keith County"
33399.95974898,-237729.65319538,"31103","NE","Nebraska","Keya Paha County"
-310770.15513228,-415662.27035578,"31105","NE","Nebraska","Kimball County"
183774.25796037,-260422.89018681,"31107","NE","Nebraska","Knox County"
279006.43041635,-463444.32430846,"31109","NE","Nebraska","Lancaster County"
-64515.83162812,-439166.97271104,"31111","NE","Nebraska","Lincoln County"
-40101.94577409,-381575.1494291,"31113","NE","Nebraska","Logan County"
45146.32059843,-342957.02185677,"31115","NE","Nebraska","Loup County"
-91370.44533103,-380908.0093201,"31117","NE","Nebraska","McPherson County"
198553.96302659,-339896.61880243,"31119","NE","Nebraska","Madison County"
156532.71510822,-426596.01120688,"31121","NE","Nebraska","Merrick County"
-249060.27421405,-360177.52796178,"31123","NE","Nebraska","Morrill County"
175062.62984452,-396845.95286006,"31125","NE","Nebraska","Nance County"
350381.91684082,-503384.94252329,"31127","NE","Nebraska","Nemaha County"
166013.02293257,-534232.34687267,"31129","NE","Nebraska","Nuckolls County"
324247.54013632,-475614.32077516,"31131","NE","Nebraska","Otoe County"
320139.6589377,-533911.15572916,"31133","NE","Nebraska","Pawnee County"
-138923.54472724,-459796.99662028,"31135","NE","Nebraska","Perkins County"
48135.25746931,-498934.76644198,"31137","NE","Nebraska","Phelps County"
197415.25599808,-301257.80003922,"31139","NE","Nebraska","Pierce County"
209483.70561072,-378102.28564763,"31141","NE","Nebraska","Platte County"
204970.32948268,-421255.87909328,"31143","NE","Nebraska","Polk County"
-40538.3649729,-536131.77659149,"31145","NE","Nebraska","Red Willow County"
362764.9588806,-531838.54883395,"31147","NE","Nebraska","Richardson County"
44978.85498228,-288358.08699052,"31149","NE","Nebraska","Rock County"
241807.98362276,-493352.13728305,"31151","NE","Nebraska","Saline County"
317005.07676137,-426323.75610704,"31153","NE","Nebraska","Sarpy County"
280594.40090179,-412159.39444036,"31155","NE","Nebraska","Saunders County"
-306981.8633404,-343165.36852811,"31157","NE","Nebraska","Scotts Bluff County"
240600.45400324,-454670.23006191,"31159","NE","Nebraska","Seward County"
-198423.82995516,-266370.82803531,"31161","NE","Nebraska","Sheridan County"
85695.71535146,-419629.63663574,"31163","NE","Nebraska","Sherman County"
-308356.84835097,-295607.0896025,"31165","NE","Nebraska","Sioux County"
232212.14185555,-339015.66966354,"31167","NE","Nebraska","Stanton County"
204468.34544518,-533222.53258715,"31169","NE","Nebraska","Thayer County"
-46054.78968098,-342975.60845188,"31171","NE","Nebraska","Thomas County"
289700.70184023,-307804.63485105,"31173","NE","Nebraska","Thurston County"
84721.21305315,-381091.14340093,"31175","NE","Nebraska","Valley County"
310842.94399681,-377491.09548534,"31177","NE","Nebraska","Washington County"
231610.0887363,-304974.80250484,"31179","NE","Nebraska","Wayne County"
127526.48691609,-535035.28799874,"31181","NE","Nebraska","Webster County"
121845.76028391,-341906.11578439,"31183","NE","Nebraska","Wheeler County"
202148.75881708,-455867.40263904,"31185","NE","Nebraska","York County"
-1561532.93666974,-432870.54248967,"32001","NV","Nevada","Churchill County"
-1362616.28884723,-837320.77352276,"32003","NV","Nevada","Clark County"
-1679778.50480229,-473395.590789,"32005","NV","Nevada","Douglas County"
-1257030.37277182,-311265.61664356,"32007","NV","Nevada","Elko County"
-1540362.06200695,-627289.46072138,"32009","NV","Nevada","Esmeralda County"
-1373470.81355774,-436948.16331109,"32011","NV","Nevada","Eureka County"
-1491620.52394344,-232142.72203895,"32013","NV","Nevada","Humboldt County"
-1440159.58723202,-402900.29431824,"32015","NV","Nevada","Lander County"
-1304207.25898008,-721613.81294117,"32017","NV","Nevada","Lincoln County"
-1643058.89019963,-446017.62703334,"32019","NV","Nevada","Lyon County"
-1587263.6090719,-549237.56036494,"32021","NV","Nevada","Mineral County"
-1430849.12634681,-580925.02950529,"32023","NV","Nevada","Nye County"
-1544767.72024335,-334621.61862143,"32027","NV","Nevada","Pershing County"
-1661899.109486,-421205.87691869,"32029","NV","Nevada","Storey County"
-1658714.01614067,-375929.26074771,"32031","NV","Nevada","Washoe County"
-1274004.03667246,-501451.79973791,"32033","NV","Nevada","White Pine County"
-1682661.48361339,-446534.59576934,"32510","NV","Nevada","Carson City"
2238085.64883751,240047.4442581,"33001","NH","New Hampshire","Belknap County"
2250254.68017236,270174.15661668,"33003","NH","New Hampshire","Carroll County"
2204882.74057207,146261.7737437,"33005","NH","New Hampshire","Cheshire County"
2218464.25895325,338579.73692189,"33007","NH","New Hampshire","Coos County"
2201329.6720176,287212.67668251,"33009","NH","New Hampshire","Grafton County"
2245792.19664348,161297.30221502,"33011","NH","New Hampshire","Hillsborough County"
2222861.54751966,208647.66279114,"33013","NH","New Hampshire","Merrimack County"
2285136.25971221,184666.0924203,"33015","NH","New Hampshire","Rockingham County"
2281662.68987919,222600.38661518,"33017","NH","New Hampshire","Strafford County"
2188626.11813705,205789.73490629,"33019","NH","New Hampshire","Sullivan County"
2137055.83380612,-285549.12296565,"34001","NJ","New Jersey","Atlantic County"
2137724.922999,-107117.92474152,"34003","NJ","New Jersey","Bergen County"
2115616.01783476,-234221.98143665,"34005","NJ","New Jersey","Burlington County"
2094800.72248451,-252194.82682421,"34007","NJ","New Jersey","Camden County"
2133383.29109763,-314448.27109532,"34009","NJ","New Jersey","Cape May County"
2109246.93857035,-307198.67490531,"34011","NJ","New Jersey","Cumberland County"
2125070.92727114,-130529.29526727,"34013","NJ","New Jersey","Essex County"
2081683.06409146,-265375.93339575,"34015","NJ","New Jersey","Gloucester County"
2141357.94433677,-132499.41789599,"34017","NJ","New Jersey","Hudson County"
2078406.5650656,-169756.59242007,"34019","NJ","New Jersey","Hunterdon County"
2104048.42287205,-197038.60721602,"34021","NJ","New Jersey","Mercer County"
2122062.48042667,-182323.92807245,"34023","NJ","New Jersey","Middlesex County"
2149153.87295427,-183680.96319242,"34025","NJ","New Jersey","Monmouth County"
2102716.62314189,-128615.83035396,"34027","NJ","New Jersey","Morris County"
2150243.63042134,-219119.02062493,"34029","NJ","New Jersey","Ocean County"
2107466.13065095,-100796.08830515,"34031","NJ","New Jersey","Passaic County"
2073215.21785138,-286899.85136896,"34033","NJ","New Jersey","Salem County"
2104355.20580282,-170710.24119023,"34035","NJ","New Jersey","Somerset County"
2079280.00739656,-101021.54043778,"34037","NJ","New Jersey","Sussex County"
2123542.19585295,-146428.59694567,"34039","NJ","New Jersey","Union County"
2067672.73606169,-136315.17903205,"34041","NJ","New Jersey","Warren County"
-624628.70027762,-1080328.40752419,"35001","NM","New Mexico","Bernalillo County"
-774876.03147527,-1185958.33301189,"35003","NM","New Mexico","Catron County"
-402360.37961877,-1265521.38815479,"35005","NM","New Mexico","Chaves County"
-714849.14109909,-1083904.45624491,"35006","NM","New Mexico","Cibola County"
-408576.50368421,-921420.27871961,"35007","NM","New Mexico","Colfax County"
-304733.92587391,-1156931.58683395,"35009","NM","New Mexico","Curry County"
-411103.72550455,-1177054.34029406,"35011","NM","New Mexico","De Baca County"
-645300.50636916,-1376441.41191545,"35013","NM","New Mexico","Dona Ana County"
-408489.62724856,-1379556.54143232,"35015","NM","New Mexico","Eddy County"
-781936.71862238,-1310112.71299377,"35017","NM","New Mexico","Grant County"
-440331.79122692,-1107864.43784751,"35019","NM","New Mexico","Guadalupe County"
-331686.47891508,-1009800.75783944,"35021","NM","New Mexico","Harding County"
-828830.17502576,-1442057.31253791,"35023","NM","New Mexico","Hidalgo County"
-323338.23965982,-1351088.50722185,"35025","NM","New Mexico","Lea County"
-502418.8305742,-1232472.10586448,"35027","NM","New Mexico","Lincoln County"
-571547.60982,-993184.37402555,"35028","NM","New Mexico","Los Alamos County"
-733110.52912134,-1390835.3159328,"35029","NM","New Mexico","Luna County"
-777353.84684327,-999723.64512374,"35031","NM","New Mexico","McKinley County"
-453440.47220559,-982918.0175581,"35033","NM","New Mexico","Mora County"
-552160.07436546,-1358762.77601437,"35035","NM","New Mexico","Otero County"
-345225.24167821,-1106898.1458102,"35037","NM","New Mexico","Quay County"
-583031.83912713,-916288.33356125,"35039","NM","New Mexico","Rio Arriba County"
-316088.30435095,-1215739.73923923,"35041","NM","New Mexico","Roosevelt County"
-618350.87257032,-1018069.98197298,"35043","NM","New Mexico","Sandoval County"
-745283.99001784,-907148.85935685,"35045","NM","New Mexico","San Juan County"
-483191.6350052,-1036409.1179246,"35047","NM","New Mexico","San Miguel County"
-543332.96987001,-1041191.34098677,"35049","NM","New Mexico","Santa Fe County"
-691785.0172888,-1288312.03996057,"35051","NM","New Mexico","Sierra County"
-650848.74729143,-1191269.63309518,"35053","NM","New Mexico","Socorro County"
-505987.04348304,-900329.10897608,"35055","NM","New Mexico","Taos County"
-529929.07398113,-1131640.80977398,"35057","NM","New Mexico","Torrance County"
-314594.03870276,-926547.08922785,"35059","NM","New Mexico","Union County"
-612601.73974695,-1120093.45113685,"35061","NM","New Mexico","Valencia County"
2085690.33006627,70104.42203175,"36001","NY","New York","Albany County"
1781081.73015103,-58869.44229313,"36003","NY","New York","Allegany County"
2153177.22327998,-114276.24881865,"36005","NY","New York","Bronx County"
1950963.96629939,-28616.62014635,"36007","NY","New York","Broome County"
1734376.39217726,-78622.2467948,"36009","NY","New York","Cattaraugus County"
1882071.21965596,22909.38010545,"36011","NY","New York","Cayuga County"
1678854.87125578,-96777.61836846,"36013","NY","New York","Chautauqua County"
1882981.10793336,-49310.44094259,"36015","NY","New York","Chemung County"
1964076.0223071,11137.96686061,"36017","NY","New York","Chenango County"
2032307.22588462,311235.25836121,"36019","NY","New York","Clinton County"
2124359.90930981,29639.72585852,"36021","NY","New York","Columbia County"
1925113.42467315,15649.44796806,"36023","NY","New York","Cortland County"
2014309.27772844,-7322.20862962,"36025","NY","New York","Delaware County"
2130883.09392211,-4687.99331126,"36027","NY","New York","Dutchess County"
1717566.47074807,-34776.90579125,"36029","NY","New York","Erie County"
2047580.46827813,246208.78228736,"36031","NY","New York","Essex County"
1994001.74887381,278273.34930606,"36033","NY","New York","Franklin County"
2040317.48767547,115930.23691525,"36035","NY","New York","Fulton County"
1747685.95992945,13687.02940238,"36037","NY","New York","Genesee County"
2082519.68985635,27294.56895027,"36039","NY","New York","Greene County"
2017816.8999748,150693.2246482,"36041","NY","New York","Hamilton County"
1994259.62189843,91906.95598475,"36043","NY","New York","Herkimer County"
1890292.58127227,186356.99553665,"36045","NY","New York","Jefferson County"
2153561.33854932,-139891.01264679,"36047","NY","New York","Kings County"
1934798.04238351,155883.76257431,"36049","NY","New York","Lewis County"
1789077.29318064,-12213.99902443,"36051","NY","New York","Livingston County"
1943422.93484079,56088.19076462,"36053","NY","New York","Madison County"
1781528.44325699,38547.8018608,"36055","NY","New York","Monroe County"
2042271.64617594,89169.72639018,"36057","NY","New York","Montgomery County"
2181917.7415245,-122928.19885458,"36059","NY","New York","Nassau County"
2148829.09492419,-123516.94032296,"36061","NY","New York","New York County"
1705428.44661252,26734.34399221,"36063","NY","New York","Niagara County"
1952711.97822644,101870.02835967,"36065","NY","New York","Oneida County"
1899562.66624563,59559.91876442,"36067","NY","New York","Onondaga County"
1820737.90638539,22489.16718473,"36069","NY","New York","Ontario County"
2104803.62396464,-65998.1194694,"36071","NY","New York","Orange County"
1737335.92687898,40168.71591948,"36073","NY","New York","Orleans County"
1897221.06878708,104628.72445619,"36075","NY","New York","Oswego County"
2002114.83618455,49523.79261569,"36077","NY","New York","Otsego County"
2143708.49915824,-49313.02410653,"36079","NY","New York","Putnam County"
2161738.19471425,-124663.97244628,"36081","NY","New York","Queens County"
2119052.77009228,87248.83883976,"36083","NY","New York","Rensselaer County"
2140567.12735582,-148411.37118005,"36085","NY","New York","Richmond County"
2129820.05699722,-85729.21450607,"36087","NY","New York","Rockland County"
1937667.48837505,244387.99355703,"36089","NY","New York","St. Lawrence County"
2078071.33134604,123939.31853912,"36091","NY","New York","Saratoga County"
2074529.73074727,94041.84056309,"36093","NY","New York","Schenectady County"
2050960.18953075,50953.96611747,"36095","NY","New York","Schoharie County"
1872471.07643483,-22667.52202762,"36097","NY","New York","Schuyler County"
1855424.61421886,27569.23105625,"36099","NY","New York","Seneca County"
1830389.04034937,-51837.690938,"36101","NY","New York","Steuben County"
2205068.78760926,-106681.53032982,"36103","NY","New York","Suffolk County"
2053007.89976694,-50307.07604475,"36105","NY","New York","Sullivan County"
1920635.64543572,-36102.66162568,"36107","NY","New York","Tioga County"
1899504.63152523,-6185.85573245,"36109","NY","New York","Tompkins County"
2094347.12481018,-19692.7753615,"36111","NY","New York","Ulster County"
2060073.45719553,177965.86860832,"36113","NY","New York","Warren County"
2097715.55437321,173906.09336066,"36115","NY","New York","Washington County"
1828848.46793927,53902.24565502,"36117","NY","New York","Wayne County"
2149006.10196832,-71582.26259025,"36119","NY","New York","Westchester County"
1754337.23103355,-19964.88133499,"36121","NY","New York","Wyoming County"
1846296.47401298,1834.51903439,"36123","NY","New York","Yates County"
1834850.71699046,-768213.59522825,"37001","NC","North Carolina","Alamance County"
1682239.88699734,-818418.2942697,"37003","NC","North Carolina","Alexander County"
1667051.02870771,-756722.29631587,"37005","NC","North Carolina","Alleghany County"
1798817.75198437,-901138.31392321,"37007","NC","North Carolina","Anson County"
1642218.78692327,-768916.88675832,"37009","NC","North Carolina","Ashe County"
1613999.95678328,-815261.14253035,"37011","NC","North Carolina","Avery County"
2071114.84454991,-769581.42498109,"37013","NC","North Carolina","Beaufort County"
2047915.43027033,-707498.15335478,"37015","NC","North Carolina","Bertie County"
1941441.78188423,-902878.06183144,"37017","NC","North Carolina","Bladen County"
1996820.34919767,-952248.52569095,"37019","NC","North Carolina","Brunswick County"
1571645.34465672,-878345.92553307,"37021","NC","North Carolina","Buncombe County"
1639606.4130518,-850732.23337115,"37023","NC","North Carolina","Burke County"
1750293.49067287,-865043.37422725,"37025","NC","North Carolina","Cabarrus County"
1652194.59145724,-823242.12168625,"37027","NC","North Carolina","Caldwell County"
2121018.19487392,-665697.7847218,"37029","NC","North Carolina","Camden County"
2119410.21300366,-819442.40409536,"37031","NC","North Carolina","Carteret County"
1831949.8873794,-728883.24290592,"37033","NC","North Carolina","Caswell County"
1683942.21395094,-846096.3720203,"37035","NC","North Carolina","Catawba County"
1847196.27903355,-805721.32133274,"37037","NC","North Carolina","Chatham County"
1441964.17049445,-961212.41850119,"37039","NC","North Carolina","Cherokee County"
2078671.03720069,-702168.45173021,"37041","NC","North Carolina","Chowan County"
1477010.7834709,-959553.17993,"37043","NC","North Carolina","Clay County"
1663967.90049299,-893676.6153377,"37045","NC","North Carolina","Cleveland County"
1938624.61448441,-945740.68659667,"37047","NC","North Carolina","Columbus County"
2051996.91337576,-804489.24782856,"37049","NC","North Carolina","Craven County"
1905703.32259881,-863447.45526977,"37051","NC","North Carolina","Cumberland County"
2118742.04412847,-643599.42607823,"37053","NC","North Carolina","Currituck County"
2152833.42532302,-706171.89684934,"37055","NC","North Carolina","Dare County"
1768926.43572827,-810365.92929889,"37057","NC","North Carolina","Davidson County"
1736900.1635838,-805035.11503625,"37059","NC","North Carolina","Davie County"
1993440.46953951,-858432.80081343,"37061","NC","North Carolina","Duplin County"
1881953.85508712,-760649.25528442,"37063","NC","North Carolina","Durham County"
1994981.83088526,-742219.94164171,"37065","NC","North Carolina","Edgecombe County"
1755760.97776789,-777233.5890113,"37067","NC","North Carolina","Forsyth County"
1930005.89975468,-741410.74274041,"37069","NC","North Carolina","Franklin County"
1697954.95547889,-888681.68719904,"37071","NC","North Carolina","Gaston County"
2059461.16614726,-661890.52514145,"37073","NC","North Carolina","Gates County"
1456025.48466407,-931963.19110619,"37075","NC","North Carolina","Graham County"
1895357.77848266,-732289.56138675,"37077","NC","North Carolina","Granville County"
1997861.69750679,-789995.88483413,"37079","NC","North Carolina","Greene County"
1800442.77321454,-772836.78765319,"37081","NC","North Carolina","Guilford County"
1970379.58498867,-703907.2072158,"37083","NC","North Carolina","Halifax County"
1899022.49444362,-825338.63865192,"37085","NC","North Carolina","Harnett County"
1532320.85381126,-895132.12605876,"37087","NC","North Carolina","Haywood County"
1581685.36313187,-911125.89925094,"37089","NC","North Carolina","Henderson County"
2030938.68778864,-680898.23289377,"37091","NC","North Carolina","Hertford County"
1873421.47037771,-874186.26644582,"37093","NC","North Carolina","Hoke County"
2139805.35530492,-761241.61936657,"37095","NC","North Carolina","Hyde County"
1710750.43284391,-821953.2069081,"37097","NC","North Carolina","Iredell County"
1517399.1303579,-919209.99445772,"37099","NC","North Carolina","Jackson County"
1937510.28122002,-804755.98927229,"37101","NC","North Carolina","Johnston County"
2033356.2168987,-829171.93010673,"37103","NC","North Carolina","Jones County"
1866737.01743593,-827075.6077238,"37105","NC","North Carolina","Lee County"
2006397.76483776,-817173.02691144,"37107","NC","North Carolina","Lenoir County"
1690112.27262756,-867474.4927752,"37109","NC","North Carolina","Lincoln County"
1612355.57773705,-864168.04772809,"37111","NC","North Carolina","McDowell County"
1500343.85739358,-945381.85562672,"37113","NC","North Carolina","Macon County"
1552048.83261463,-853759.88759159,"37115","NC","North Carolina","Madison County"
2050859.43158683,-742613.83808559,"37117","NC","North Carolina","Martin County"
1728932.53355093,-888229.11739946,"37119","NC","North Carolina","Mecklenburg County"
1589387.7229206,-821669.88577259,"37121","NC","North Carolina","Mitchell County"
1809656.85154814,-857965.41909976,"37123","NC","North Carolina","Montgomery County"
1844431.9944334,-849234.77065331,"37125","NC","North Carolina","Moore County"
1961344.03995042,-743858.46914538,"37127","NC","North Carolina","Nash County"
2014106.24545321,-924572.11341886,"37129","NC","North Carolina","New Hanover County"
2004594.33236858,-680517.08802006,"37131","NC","North Carolina","Northampton County"
2041193.65533961,-866401.00838107,"37133","NC","North Carolina","Onslow County"
1857631.0797971,-754211.46375124,"37135","NC","North Carolina","Orange County"
2087104.11035246,-810186.91674704,"37137","NC","North Carolina","Pamlico County"
2093173.67044268,-665074.91350555,"37139","NC","North Carolina","Pasquotank County"
1997719.17880231,-899686.03770487,"37141","NC","North Carolina","Pender County"
2085042.79115837,-683662.74226953,"37143","NC","North Carolina","Perquimans County"
1863265.1220337,-721210.26237427,"37145","NC","North Carolina","Person County"
2020782.9588238,-765562.1789764,"37147","NC","North Carolina","Pitt County"
1607886.48933749,-907434.77293245,"37149","NC","North Carolina","Polk County"
1807917.33354558,-813397.84838493,"37151","NC","North Carolina","Randolph County"
1831438.63367622,-885324.1547075,"37153","NC","North Carolina","Richmond County"
1896399.50362856,-915422.73673099,"37155","NC","North Carolina","Robeson County"
1795086.2487415,-737907.94788262,"37157","NC","North Carolina","Rockingham County"
1740915.98829339,-836794.22212157,"37159","NC","North Carolina","Rowan County"
1632775.12423255,-891058.93374249,"37161","NC","North Carolina","Rutherford County"
1947265.11180782,-852921.00634334,"37163","NC","North Carolina","Sampson County"
1858862.7315472,-905369.37596661,"37165","NC","North Carolina","Scotland County"
1779303.12638461,-864667.04973931,"37167","NC","North Carolina","Stanly County"
1753760.3910237,-747321.09136391,"37169","NC","North Carolina","Stokes County"
1710743.03749912,-755854.23178514,"37171","NC","North Carolina","Surry County"
1491762.79694509,-919065.73457745,"37173","NC","North Carolina","Swain County"
1555442.58823162,-928878.64718572,"37175","NC","North Carolina","Transylvania County"
2116524.95952542,-707842.07782914,"37177","NC","North Carolina","Tyrrell County"
1762353.96788046,-906931.92289604,"37179","NC","North Carolina","Union County"
1914553.15333556,-714097.75195255,"37181","NC","North Carolina","Vance County"
1911421.14373473,-771420.82347685,"37183","NC","North Carolina","Wake County"
1937646.91779095,-700959.86949156,"37185","NC","North Carolina","Warren County"
2085459.78859428,-723848.2933405,"37187","NC","North Carolina","Washington County"
1629367.00751833,-795936.90317634,"37189","NC","North Carolina","Watauga County"
1975423.52722031,-810528.865748,"37191","NC","North Carolina","Wayne County"
1680355.16096555,-785852.65285381,"37193","NC","North Carolina","Wilkes County"
1975962.89735773,-769649.36385887,"37195","NC","North Carolina","Wilson County"
1724843.07059718,-781337.84704642,"37197","NC","North Carolina","Yadkin County"
1579844.42848485,-840744.77021434,"37199","NC","North Carolina","Yancey County"
-210022.84529565,127394.80624374,"38001","ND","North Dakota","Adams County"
147260.21446096,216875.63860092,"38003","ND","North Dakota","Barnes County"
37703.59125626,340989.89912785,"38005","ND","North Dakota","Benson County"
-256005.14340897,243169.65365116,"38007","ND","North Dakota","Billings County"
-87959.73473378,423555.37645068,"38009","ND","North Dakota","Bottineau County"
-271136.71582446,129734.29040253,"38011","ND","North Dakota","Bowman County"
-187636.04848879,422652.13372879,"38013","ND","North Dakota","Burke County"
-36526.35635634,216454.90209873,"38015","ND","North Dakota","Burleigh County"
208827.25263152,218360.79783024,"38017","ND","North Dakota","Cass County"
113092.80189656,420521.40237975,"38019","ND","North Dakota","Cavalier County"
116457.230428,124585.08526226,"38021","ND","North Dakota","Dickey County"
-257474.82161002,430070.93039519,"38023","ND","North Dakota","Divide County"
-197252.74839408,255785.67795792,"38025","ND","North Dakota","Dunn County"
81629.12465445,302742.67252109,"38027","ND","North Dakota","Eddy County"
-17587.858349,131529.92271942,"38029","ND","North Dakota","Emmons County"
84065.81911174,273855.73071287,"38031","ND","North Dakota","Foster County"
-291112.79456966,209650.35420003,"38033","ND","North Dakota","Golden Valley County"
188872.65957189,329136.31745042,"38035","ND","North Dakota","Grand Forks County"
-128111.83387339,150377.5604637,"38037","ND","North Dakota","Grant County"
132131.15337085,274579.61845363,"38039","ND","North Dakota","Griggs County"
