"x","y","fips","abbr","full","county"
1169226.607789,-277232.10846586,"18039","IN","Indiana","Elkhart County"
1263428.59945423,-484382.57741144,"18041","IN","Indiana","Fayette County"
1224831.50990766,-637135.83177737,"18043","IN","Indiana","Floyd County"
1080180.6409534,-463141.59758401,"18045","IN","Indiana","Fountain County"
1275558.70761735,-505308.57881468,"18047","IN","Indiana","Franklin County"
1142173.87645847,-343547.6371175,"18049","IN","Indiana","Fulton County"
1081356.45927647,-662752.32754017,"18051","IN","Indiana","Gibson County"
1206032.29502206,-393235.95883019,"18053","IN","Indiana","Grant County"
1115522.49524988,-575659.86111022,"18055","IN","Indiana","Greene County"
1180983.80774755,-447828.28921952,"18057","IN","Indiana","Hamilton County"
1207518.70597107,-471650.38651048,"18059","IN","Indiana","Hancock County"
1208109.23076232,-658772.19939606,"18061","IN","Indiana","Harrison County"
1147978.40094777,-488175.60301076,"18063","IN","Indiana","Hendricks County"
1239003.98082811,-453535.28592377,"18065","IN","Indiana","Henry County"
1160154.84633235,-404939.7660988,"18067","IN","Indiana","Howard County"
1213934.60046214,-356316.42694127,"18069","IN","Indiana","Huntington County"
1207722.55111583,-574955.83167129,"18071","IN","Indiana","Jackson County"
1076368.55836178,-352094.60331448,"18073","IN","Indiana","Jasper County"
1261590.05285421,-391948.66866781,"18075","IN","Indiana","Jay County"
1254528.04089261,-576608.6626337,"18077","IN","Indiana","Jefferson County"
1234988.53968168,-558812.47112447,"18079","IN","Indiana","Jennings County"
1187204.25984009,-512977.90432325,"18081","IN","Indiana","Johnson County"
1090087.89288659,-623218.44024891,"18083","IN","Indiana","Knox County"
1175021.40020137,-311385.2086067,"18085","IN","Indiana","Kosciusko County"
1203301.56137561,-266124.1112825,"18087","IN","Indiana","LaGrange County"
1049844.17205398,-328024.58020463,"18089","IN","Indiana","Lake County"
1099106.15571085,-290795.34221294,"18091","IN","Indiana","LaPorte County"
1166279.9549305,-589551.48578042,"18093","IN","Indiana","Lawrence County"
1207325.04469333,-434290.358338,"18095","IN","Indiana","Madison County"
1178765.26969158,-481126.27283715,"18097","IN","Indiana","Marion County"
1141158.36429927,-312905.42842037,"18099","IN","Indiana","Marshall County"
1140831.00539355,-608211.27797101,"18101","IN","Indiana","Martin County"
1168489.07200857,-372617.30821088,"18103","IN","Indiana","Miami County"
1157314.46068493,-558635.72597036,"18105","IN","Indiana","Monroe County"
1111020.19084321,-463041.95664392,"18107","IN","Indiana","Montgomery County"
1159868.88500065,-519224.80138296,"18109","IN","Indiana","Morgan County"
1054338.2086417,-372594.81940277,"18111","IN","Indiana","Newton County"
1210131.45747632,-292920.30898877,"18113","IN","Indiana","Noble County"
1296794.66267746,-552710.4823939,"18115","IN","Indiana","Ohio County"
1170010.76260071,-622614.91856401,"18117","IN","Indiana","Orange County"
1129353.30999697,-546197.60726301,"18119","IN","Indiana","Owen County"
1090698.58720935,-499376.41828428,"18121","IN","Indiana","Parke County"
1165095.83567664,-672424.81617675,"18123","IN","Indiana","Perry County"
1111043.58038396,-644311.40083479,"18125","IN","Indiana","Pike County"
1071841.77612044,-308305.73133036,"18127","IN","Indiana","Porter County"
1062284.61887301,-696645.84948996,"18129","IN","Indiana","Posey County"
1110349.09507259,-350064.26097928,"18131","IN","Indiana","Pulaski County"
1121889.79004654,-509175.50677628,"18133","IN","Indiana","Putnam County"
1266252.79058972,-423092.86512197,"18135","IN","Indiana","Randolph County"
1264064.24542275,-541723.82513493,"18137","IN","Indiana","Ripley County"
1238372.77571162,-489000.54286127,"18139","IN","Indiana","Rush County"
1134087.00923402,-280882.71612449,"18141","IN","Indiana","St. Joseph County"
1229651.31137456,-595957.84182588,"18143","IN","Indiana","Scott County"
1213114.50974535,-506767.58301837,"18145","IN","Indiana","Shelby County"
1142475.33322993,-680079.28910494,"18147","IN","Indiana","Spencer County"
1113511.79178567,-322795.72013662,"18149","IN","Indiana","Starke County"
1238153.91014403,-259527.07623385,"18151","IN","Indiana","Steuben County"
1081712.38418347,-571238.04228916,"18153","IN","Indiana","Sullivan County"
1284589.13451784,-570887.54690158,"18155","IN","Indiana","Switzerland County"
1105126.5397473,-424542.30520756,"18157","IN","Indiana","Tippecanoe County"
1176731.49771684,-421502.94079498,"18159","IN","Indiana","Tipton County"
1283688.25566086,-480104.7591939,"18161","IN","Indiana","Union County"
1084980.93999343,-695735.89855224,"18163","IN","Indiana","Vanderburgh County"
1067800.98629978,-491704.84618265,"18165","IN","Indiana","Vermillion County"
1079445.98058872,-536224.19370833,"18167","IN","Indiana","Vigo County"
1188480.91653742,-358756.14880627,"18169","IN","Indiana","Wabash County"
1064850.84158459,-433713.04322281,"18171","IN","Indiana","Warren County"
1107053.41673121,-685298.17668994,"18173","IN","Indiana","Warrick County"
1202109.58902307,-608147.56267313,"18175","IN","Indiana","Washington County"
1272313.09950458,-454837.57850721,"18177","IN","Indiana","Wayne County"
1240403.49911424,-368534.25821762,"18179","IN","Indiana","Wells County"
1097114.26577765,-390050.1573179,"18181","IN","Indiana","White County"
1206273.32432877,-323117.16391023,"18183","IN","Indiana","Whitley County"
461450.35029431,-392416.59514375,"19001","IA","Iowa","Adair County"
444572.44850396,-427141.60517491,"19003","IA","Iowa","Adams County"
697224.26002089,-157416.3234298,"19005","IA","Iowa","Allamakee County"
598319.9339917,-447398.2873118,"19007","IA","Iowa","Appanoose County"
421625.07595447,-352389.80576406,"19009","IA","Iowa","Audubon County"
653835.60459664,-293100.27018531,"19011","IA","Iowa","Benton County"
630596.31852029,-251626.54724568,"19013","IA","Iowa","Black Hawk County"
500787.14867507,-310939.38662366,"19015","IA","Iowa","Boone County"
625987.15620894,-217976.71988356,"19017","IA","Iowa","Bremer County"
668617.12726898,-247790.11241094,"19019","IA","Iowa","Buchanan County"
395801.80465029,-240033.20777024,"19021","IA","Iowa","Buena Vista County"
588033.07894896,-226229.79546788,"19023","IA","Iowa","Butler County"
440866.95881992,-277001.24922691,"19025","IA","Iowa","Calhoun County"
424265.58409952,-316225.04786043,"19027","IA","Iowa","Carroll County"
423380.05154335,-394794.83933391,"19029","IA","Iowa","Cass County"
733902.35831065,-319157.63939075,"19031","IA","Iowa","Cedar County"
546575.8822594,-190696.24648228,"19033","IA","Iowa","Cerro Gordo County"
357261.80264845,-242210.35839574,"19035","IA","Iowa","Cherokee County"
623074.65071202,-186352.35790485,"19037","IA","Iowa","Chickasaw County"
521514.1022773,-421698.17386376,"19039","IA","Iowa","Clarke County"
393570.83879592,-201496.63289155,"19041","IA","Iowa","Clay County"
703049.32083376,-204267.70173114,"19043","IA","Iowa","Clayton County"
795419.97338103,-298593.15574457,"19045","IA","Iowa","Clinton County"
381217.13661482,-318664.73643229,"19047","IA","Iowa","Crawford County"
494097.43157852,-350071.36733454,"19049","IA","Iowa","Dallas County"
638620.39476724,-443313.47117694,"19051","IA","Iowa","Davis County"
523278.23999411,-454130.22902857,"19053","IA","Iowa","Decatur County"
706638.16401363,-243909.4390918,"19055","IA","Iowa","Delaware County"
738342.00456895,-411922.0359602,"19057","IA","Iowa","Des Moines County"
391663.68402058,-168692.84220382,"19059","IA","Iowa","Dickinson County"
745570.76921264,-239693.44844953,"19061","IA","Iowa","Dubuque County"
429756.64969792,-166330.25647884,"19063","IA","Iowa","Emmet County"
663506.79126558,-204593.56878447,"19065","IA","Iowa","Fayette County"
584944.50806041,-189831.81922204,"19067","IA","Iowa","Floyd County"
549614.20826629,-229424.46999593,"19069","IA","Iowa","Franklin County"
371241.85265327,-463399.17470886,"19071","IA","Iowa","Fremont County"
462474.44668532,-313736.89375483,"19073","IA","Iowa","Greene County"
588439.19484494,-260677.23292163,"19075","IA","Iowa","Grundy County"
455772.7000013,-352646.39346487,"19077","IA","Iowa","Guthrie County"
517170.07344612,-270985.75203213,"19079","IA","Iowa","Hamilton County"
508297.28006995,-193751.77645415,"19081","IA","Iowa","Hancock County"
555192.0147466,-268011.67417544,"19083","IA","Iowa","Hardin County"
346602.68275853,-359690.21156985,"19085","IA","Iowa","Harrison County"
708663.36489617,-410121.38323963,"19087","IA","Iowa","Henry County"
620088.07718607,-153468.25331605,"19089","IA","Iowa","Howard County"
472399.33577835,-230469.77166496,"19091","IA","Iowa","Humboldt County"
369913.94040636,-283628.290537,"19093","IA","Iowa","Ida County"
657997.49813981,-336580.34026042,"19095","IA","Iowa","Iowa County"
775203.57011104,-269571.4823517,"19097","IA","Iowa","Jackson County"
575882.91083549,-344145.00003739,"19099","IA","Iowa","Jasper County"
674322.97522813,-408153.28618994,"19101","IA","Iowa","Jefferson County"
696456.36144944,-332776.85906138,"19103","IA","Iowa","Johnson County"
729903.92374164,-280529.7942849,"19105","IA","Iowa","Jones County"
652130.58978019,-376278.42352114,"19107","IA","Iowa","Keokuk County"
469175.87418164,-183931.72807677,"19109","IA","Iowa","Kossuth County"
713577.62394647,-444860.65703158,"19111","IA","Iowa","Lee County"
692142.5637938,-289315.57691107,"19113","IA","Iowa","Linn County"
732728.62766948,-385275.04077462,"19115","IA","Iowa","Louisa County"
559215.8650126,-418742.02453673,"19117","IA","Iowa","Lucas County"
307965.00257165,-172962.66294544,"19119","IA","Iowa","Lyon County"
499382.21795341,-389846.87659594,"19121","IA","Iowa","Madison County"
613721.83550932,-379972.70926815,"19123","IA","Iowa","Mahaska County"
575603.53487579,-383353.66562433,"19125","IA","Iowa","Marion County"
577489.99872549,-304886.76216095,"19127","IA","Iowa","Marshall County"
367694.01305713,-431453.9938304,"19129","IA","Iowa","Mills County"
582159.03773882,-156994.69117949,"19131","IA","Iowa","Mitchell County"
337607.77359765,-320788.99081565,"19133","IA","Iowa","Monona County"
597587.35816592,-415481.64550954,"19135","IA","Iowa","Monroe County"
406135.76968186,-429388.41553329,"19137","IA","Iowa","Montgomery County"
732360.11978177,-353527.1965494,"19139","IA","Iowa","Muscatine County"
355192.61492491,-203614.28257919,"19141","IA","Iowa","O'Brien County"
354344.35280287,-170776.15227748,"19143","IA","Iowa","Osceola County"
408623.50489044,-461617.82803988,"19145","IA","Iowa","Page County"
431861.04038947,-199165.75231749,"19147","IA","Iowa","Palo Alto County"
309371.78237062,-244630.12564957,"19149","IA","Iowa","Plymouth County"
434317.4196476,-237767.69692541,"19151","IA","Iowa","Pocahontas County"
532521.37921358,-347458.65688293,"19153","IA","Iowa","Polk County"
373161.45465985,-397515.08649374,"19155","IA","Iowa","Pottawattamie County"
619328.00676315,-340268.58703626,"19157","IA","Iowa","Poweshiek County"
484869.93247802,-457193.50125771,"19159","IA","Iowa","Ringgold County"
402550.36897508,-279504.86885167,"19161","IA","Iowa","Sac County"
777611.05669327,-329585.95347737,"19163","IA","Iowa","Scott County"
388820.37494686,-356217.45864563,"19165","IA","Iowa","Shelby County"
312309.98676166,-205663.64228493,"19167","IA","Iowa","Sioux County"
539173.20741775,-308025.92086281,"19169","IA","Iowa","Story County"
615422.24100999,-296697.97780857,"19171","IA","Iowa","Tama County"
446521.4843162,-459636.05070893,"19173","IA","Iowa","Taylor County"
482980.40634568,-424713.20203663,"19175","IA","Iowa","Union County"
675251.36975062,-439256.05041338,"19177","IA","Iowa","Van Buren County"
635998.04242694,-411952.890123,"19179","IA","Iowa","Wapello County"
537346.81572058,-386249.72937231,"19181","IA","Iowa","Warren County"
690592.38877319,-372424.93760928,"19183","IA","Iowa","Washington County"
561770.52005663,-450890.84060167,"19185","IA","Iowa","Wayne County"
478639.15972167,-270290.81218213,"19187","IA","Iowa","Webster County"
505721.32539717,-160960.77541038,"19189","IA","Iowa","Winnebago County"
658946.55951376,-158586.87970916,"19191","IA","Iowa","Winneshiek County"
327139.57687633,-282527.12983373,"19193","IA","Iowa","Woodbury County"
543874.31970294,-157907.8245987,"19195","IA","Iowa","Worth County"
511144.6320996,-232448.33011281,"19197","IA","Iowa","Wright County"
413032.70496771,-778928.29869343,"20001","KS","Kansas","Allen County"
411704.0454061,-742486.398786,"20003","KS","Kansas","Anderson County"
399177.69378147,-596128.90161563,"20005","KS","Kansas","Atchison County"
115489.84501841,-861886.83542736,"20007","KS","Kansas","Barber County"
108417.34508494,-723881.8342582,"20009","KS","Kansas","Barton County"
452872.95623677,-779919.22425669,"20011","KS","Kansas","Bourbon County"
378962.80991568,-564908.12672111,"20013","KS","Kansas","Brown County"
278346.33034169,-798113.51114207,"20015","KS","Kansas","Butler County"
297340.38994013,-738127.27300489,"20017","KS","Kansas","Chase County"
332114.18099352,-864763.57005555,"20019","KS","Kansas","Chautauqua County"
457357.31231177,-855995.42665588,"20021","KS","Kansas","Cherokee County"
-148122.45267114,-578041.42831301,"20023","KS","Kansas","Cheyenne County"
16276.76757665,-862669.85486777,"20025","KS","Kansas","Clark County"
243999.93334094,-623930.58259042,"20027","KS","Kansas","Clay County"
202010.90087485,-610649.98951967,"20029","KS","Kansas","Cloud County"
373093.87771068,-742918.53766353,"20031","KS","Kansas","Coffey County"
64723.63133702,-867330.09132018,"20033","KS","Kansas","Comanche County"
280502.3930571,-857168.92780365,"20035","KS","Kansas","Cowley County"
454640.86725454,-818638.63206313,"20037","KS","Kansas","Crawford County"
-39300.34304018,-579594.85397619,"20039","KS","Kansas","Decatur County"
246954.01447725,-680511.05665009,"20041","KS","Kansas","Dickinson County"
411709.11697963,-569159.61220676,"20043","KS","Kansas","Doniphan County"
405151.90473182,-669055.14285349,"20045","KS","Kansas","Douglas County"
53527.53988739,-792110.1389131,"20047","KS","Kansas","Edwards County"
332243.32847166,-831067.33109986,"20049","KS","Kansas","Elk County"
59126.38210739,-676057.55709742,"20051","KS","Kansas","Ellis County"
156093.69914307,-698826.21140118,"20053","KS","Kansas","Ellsworth County"
-76568.63910959,-768984.40814362,"20055","KS","Kansas","Finney County"
10067.63042092,-811922.32253729,"20057","KS","Kansas","Ford County"
410143.98930885,-703603.20850088,"20059","KS","Kansas","Franklin County"
277633.32305764,-664316.76839465,"20061","KS","Kansas","Geary County"
-41808.92689983,-676038.317554,"20063","KS","Kansas","Gove County"
10045.91361331,-627968.70681825,"20065","KS","Kansas","Graham County"
-115532.2032165,-825537.3326504,"20067","KS","Kansas","Grant County"
-38300.32871715,-799078.70919714,"20069","KS","Kansas","Gray County"
-157464.62764696,-722887.01067158,"20071","KS","Kansas","Greeley County"
330431.75183379,-786489.52833009,"20073","KS","Kansas","Greenwood County"
-157390.60748486,-776132.82371653,"20075","KS","Kansas","Hamilton County"
170827.77783962,-865586.80910146,"20077","KS","Kansas","Harper County"
225463.06203904,-769627.78069753,"20079","KS","Kansas","Harvey County"
-76940.38266279,-826061.28865048,"20081","KS","Kansas","Haskell County"
9720.92392662,-768066.43130906,"20083","KS","Kansas","Hodgeman County"
360100.63814045,-614334.24154829,"20085","KS","Kansas","Jackson County"
397695.49551646,-629015.95142181,"20087","KS","Kansas","Jefferson County"
152390.86185717,-578046.13945465,"20089","KS","Kansas","Jewell County"
451041.26898145,-665945.75293769,"20091","KS","Kansas","Johnson County"
-116144.33870156,-777114.44441183,"20093","KS","Kansas","Kearny County"
160162.5575713,-825045.79303166,"20095","KS","Kansas","Kingman County"
62988.5693307,-826591.55749216,"20097","KS","Kansas","Kiowa County"
417190.90368543,-855885.82104691,"20099","KS","Kansas","Labette County"
-40634.17490624,-724449.25882669,"20101","KS","Kansas","Lane County"
428004.96882121,-625369.69836808,"20103","KS","Kansas","Leavenworth County"
155050.20438557,-660129.04693073,"20105","KS","Kansas","Lincoln County"
451046.00797952,-740231.39865408,"20107","KS","Kansas","Linn County"
-99531.67112657,-675316.66300975,"20109","KS","Kansas","Logan County"
335952.80656219,-732519.74552478,"20111","KS","Kansas","Lyon County"
205319.69353963,-731481.74121867,"20113","KS","Kansas","McPherson County"
252255.00767175,-731757.78504492,"20115","KS","Kansas","Marion County"
297325.46003027,-573582.72079256,"20117","KS","Kansas","Marshall County"
-32138.93990288,-862360.92283766,"20119","KS","Kansas","Meade County"
449095.70793306,-701369.3876615,"20121","KS","Kansas","Miami County"
154083.70409568,-621477.84204777,"20123","KS","Kansas","Mitchell County"
377750.50372691,-857907.51327837,"20125","KS","Kansas","Montgomery County"
288765.02367253,-694834.75208473,"20127","KS","Kansas","Morris County"
-159705.97643659,-865858.63172643,"20129","KS","Kansas","Morton County"
340797.22960295,-571711.01041464,"20131","KS","Kansas","Nemaha County"
414296.34368712,-815220.03468021,"20133","KS","Kansas","Neosho County"
7358.17484878,-724592.3798797,"20135","KS","Kansas","Ness County"
8309.12642254,-579720.43146996,"20137","KS","Kansas","Norton County"
371273.22056065,-696224.8583112,"20139","KS","Kansas","Osage County"
106093.12260931,-627130.69909192,"20141","KS","Kansas","Osborne County"
202911.46540123,-649279.74589407,"20143","KS","Kansas","Ottawa County"
70802.77167353,-758174.50931989,"20145","KS","Kansas","Pawnee County"
55885.95483975,-579448.64858087,"20147","KS","Kansas","Phillips County"
311789.11244063,-618662.33144792,"20149","KS","Kansas","Pottawatomie County"
111201.6060758,-816087.40620928,"20151","KS","Kansas","Pratt County"
-92058.21474737,-579023.36359069,"20153","KS","Kansas","Rawlins County"
173953.69009587,-781239.67062804,"20155","KS","Kansas","Reno County"
200812.45740537,-572028.98468083,"20157","KS","Kansas","Republic County"
161276.90715742,-737892.66741072,"20159","KS","Kansas","Rice County"
284316.80470479,-640592.6043282,"20161","KS","Kansas","Riley County"
58121.07371868,-627698.8346008,"20163","KS","Kansas","Rooks County"
60276.24830108,-719561.6430623,"20165","KS","Kansas","Rush County"
107224.00480588,-675482.07341336,"20167","KS","Kansas","Russell County"
203768.9367196,-687949.32157498,"20169","KS","Kansas","Saline County"
-79042.05494338,-724060.56237351,"20171","KS","Kansas","Scott County"
226676.9786321,-808367.78931913,"20173","KS","Kansas","Sedgwick County"
-75500.14113338,-867022.53785032,"20175","KS","Kansas","Seward County"
366192.28279024,-656119.52912536,"20177","KS","Kansas","Shawnee County"
-38037.79486886,-627846.32214097,"20179","KS","Kansas","Sheridan County"
-148048.58146035,-626285.69869442,"20181","KS","Kansas","Sherman County"
103857.75685811,-578889.60684746,"20183","KS","Kansas","Smith County"
114682.80861499,-772628.64533702,"20185","KS","Kansas","Stafford County"
-157602.11856718,-824649.54788217,"20187","KS","Kansas","Stanton County"
-116440.15972241,-866574.3242695,"20189","KS","Kansas","Stevens County"
223834.439926,-859164.21491511,"20191","KS","Kansas","Sumner County"
-90805.63065282,-627242.83322375,"20193","KS","Kansas","Thomas County"
11006.2218878,-676295.80957792,"20195","KS","Kansas","Trego County"
329818.42772089,-666625.55067987,"20197","KS","Kansas","Wabaunsee County"
-152796.73097339,-674494.10347398,"20199","KS","Kansas","Wallace County"
249057.97775399,-575392.52472608,"20201","KS","Kansas","Washington County"
-117443.59036283,-723758.24346702,"20203","KS","Kansas","Wichita County"
375801.26079499,-817192.73415547,"20205","KS","Kansas","Wilson County"
374398.7225807,-780924.64051142,"20207","KS","Kansas","Woodson County"
447684.26277595,-639014.58973838,"20209","KS","Kansas","Wyandotte County"
1295964.71853875,-769439.88769195,"21001","KY","Kentucky","Adair County"
1224960.65476743,-814449.35136371,"21003","KY","Kentucky","Allen County"
1310546.07419075,-656152.8724747,"21005","KY","Kentucky","Anderson County"
975558.66519142,-820293.9621955,"21007","KY","Kentucky","Ballard County"
1246231.7078814,-786076.67719603,"21009","KY","Kentucky","Barren County"
1407321.2652639,-618208.98088896,"21011","KY","Kentucky","Bath County"
1450025.22787631,-775077.4011853,"21013","KY","Kentucky","Bell County"
1311567.4855389,-543825.24522005,"21015","KY","Kentucky","Boone County"
1371416.12269382,-625077.98337344,"21017","KY","Kentucky","Bourbon County"
1497847.29566948,-577769.05205289,"21019","KY","Kentucky","Boyd County"
1322928.65262803,-700638.30960302,"21021","KY","Kentucky","Boyle County"
1371791.14269608,-569209.00712206,"21023","KY","Kentucky","Bracken County"
1459159.97234601,-683196.35309564,"21025","KY","Kentucky","Breathitt County"
1191026.67419849,-707106.84147157,"21027","KY","Kentucky","Breckinridge County"
1248456.05261093,-674760.2483698,"21029","KY","Kentucky","Bullitt County"
1168952.4537112,-778336.97710814,"21031","KY","Kentucky","Butler County"
1076813.22413964,-798072.09842968,"21033","KY","Kentucky","Caldwell County"
1045149.63412402,-857398.23451711,"21035","KY","Kentucky","Calloway County"
1345512.50252802,-550060.55901917,"21037","KY","Kentucky","Campbell County"
984760.41785663,-839760.65092636,"21039","KY","Kentucky","Carlisle County"
1290869.63543299,-586569.91560633,"21041","KY","Kentucky","Carroll County"
1475658.16761765,-594389.17783693,"21043","KY","Kentucky","Carter County"
1330046.53462771,-735756.31944833,"21045","KY","Kentucky","Casey County"
1110900.12200587,-811011.33520632,"21047","KY","Kentucky","Christian County"
1381507.35141257,-648829.78451865,"21049","KY","Kentucky","Clark County"
1433466.30852368,-728164.30466764,"21051","KY","Kentucky","Clay County"
1320571.00981958,-801931.34382703,"21053","KY","Kentucky","Clinton County"
1048966.36682077,-774807.87895643,"21055","KY","Kentucky","Crittenden County"
1296976.70470476,-795611.35122582,"21057","KY","Kentucky","Cumberland County"
1142447.5136688,-717459.26389825,"21059","KY","Kentucky","Daviess County"
1214180.49582337,-764472.14991481,"21061","KY","Kentucky","Edmonson County"
1468447.61031968,-616783.12164753,"21063","KY","Kentucky","Elliott County"
1403338.56499091,-678455.9001617,"21065","KY","Kentucky","Estill County"
1350436.85701454,-645015.40179342,"21067","KY","Kentucky","Fayette County"
1411308.88272726,-595419.93078254,"21069","KY","Kentucky","Fleming County"
1507789.68609935,-662175.33853119,"21071","KY","Kentucky","Floyd County"
1314687.17781531,-630075.24319919,"21073","KY","Kentucky","Franklin County"
969265.84162961,-873793.30829691,"21075","KY","Kentucky","Fulton County"
1301592.63753469,-578554.79222768,"21077","KY","Kentucky","Gallatin County"
1354560.24396111,-691098.00282009,"21079","KY","Kentucky","Garrard County"
1325949.43449979,-580758.15734517,"21081","KY","Kentucky","Grant County"
1010448.99172051,-852704.44910512,"21083","KY","Kentucky","Graves County"
1207598.77843989,-738114.82224207,"21085","KY","Kentucky","Grayson County"
1274654.41133796,-752699.99799364,"21087","KY","Kentucky","Green County"
1475799.96039427,-569328.30699132,"21089","KY","Kentucky","Greenup County"
1158730.77357798,-705149.09632997,"21091","KY","Kentucky","Hancock County"
1229176.51878998,-710922.82863562,"21093","KY","Kentucky","Hardin County"
1482070.38158036,-757327.14221497,"21095","KY","Kentucky","Harlan County"
1357279.59870981,-600156.41221646,"21097","KY","Kentucky","Harrison County"
1244053.95388954,-750733.0696963,"21099","KY","Kentucky","Hart County"
1095819.33797686,-717188.69766528,"21101","KY","Kentucky","Henderson County"
1289554.49899037,-610969.46461534,"21103","KY","Kentucky","Henry County"
983494.75552669,-859318.25551525,"21105","KY","Kentucky","Hickman County"
1096292.85373924,-775744.16248739,"21107","KY","Kentucky","Hopkins County"
1406591.1151283,-709595.93644643,"21109","KY","Kentucky","Jackson County"
1253891.10678825,-646517.91702915,"21111","KY","Kentucky","Jefferson County"
1346081.97678253,-666117.17030401,"21113","KY","Kentucky","Jessamine County"
1496932.46938882,-639798.19421803,"21115","KY","Kentucky","Johnson County"
1329580.08494292,-545305.20542496,"21117","KY","Kentucky","Kenton County"
1496436.78488979,-697677.34288002,"21119","KY","Kentucky","Knott County"
1430261.86682563,-759496.89670131,"21121","KY","Kentucky","Knox County"
1252952.3414723,-723789.52921558,"21123","KY","Kentucky","Larue County"
1401509.61136317,-744728.69305642,"21125","KY","Kentucky","Laurel County"
1499866.25458763,-614559.12852198,"21127","KY","Kentucky","Lawrence County"
1425724.91331236,-681939.60459516,"21129","KY","Kentucky","Lee County"
1466548.17672768,-732995.45894064,"21131","KY","Kentucky","Leslie County"
1510342.6272408,-721460.25797897,"21133","KY","Kentucky","Letcher County"
1430002.33349758,-575893.49577649,"21135","KY","Kentucky","Lewis County"
1346523.83460725,-712419.26509518,"21137","KY","Kentucky","Lincoln County"
1030055.55633471,-790115.22737661,"21139","KY","Kentucky","Livingston County"
1165297.37884811,-809013.76814718,"21141","KY","Kentucky","Logan County"
1057260.08901968,-812695.98420943,"21143","KY","Kentucky","Lyon County"
999473.49213258,-816568.28457956,"21145","KY","Kentucky","McCracken County"
1377445.95990495,-792389.97464676,"21147","KY","Kentucky","McCreary County"
1122095.62124354,-745815.75647422,"21149","KY","Kentucky","McLean County"
1376035.46547766,-677447.05128674,"21151","KY","Kentucky","Madison County"
1477847.4719085,-656155.09261742,"21153","KY","Kentucky","Magoffin County"
1296694.25475039,-714471.05992751,"21155","KY","Kentucky","Marion County"
1036668.01177841,-830542.63522035,"21157","KY","Kentucky","Marshall County"
1525355.409034,-640415.70281351,"21159","KY","Kentucky","Martin County"
1396887.72992207,-578013.66687703,"21161","KY","Kentucky","Mason County"
1213720.6763217,-687356.57357926,"21163","KY","Kentucky","Meade County"
1429399.8674528,-645591.45966038,"21165","KY","Kentucky","Menifee County"
1321995.31803888,-679337.834827,"21167","KY","Kentucky","Mercer County"
1272710.71040143,-782168.19679564,"21169","KY","Kentucky","Metcalfe County"
1269229.67949027,-810406.45681279,"21171","KY","Kentucky","Monroe County"
1403027.39046039,-641351.70290812,"21173","KY","Kentucky","Montgomery County"
1456583.3876799,-640993.29257338,"21175","KY","Kentucky","Morgan County"
1134481.0046084,-780094.41454899,"21177","KY","Kentucky","Muhlenberg County"
1267001.50297233,-691817.81776204,"21179","KY","Kentucky","Nelson County"
1385166.67639111,-607513.76962201,"21181","KY","Kentucky","Nicholas County"
1157002.66125516,-743817.33209127,"21183","KY","Kentucky","Ohio County"
1263379.6967254,-624060.39985587,"21185","KY","Kentucky","Oldham County"
1318508.78008197,-604481.20897364,"21187","KY","Kentucky","Owen County"
1434863.29466348,-699254.64396813,"21189","KY","Kentucky","Owsley County"
1349707.30407788,-573710.71024221,"21191","KY","Kentucky","Pendleton County"
1473092.82934876,-707076.63421885,"21193","KY","Kentucky","Perry County"
1544809.81105024,-669729.13713024,"21195","KY","Kentucky","Pike County"
1409652.13931525,-659551.05762429,"21197","KY","Kentucky","Powell County"
1363348.64938262,-749227.57514202,"21199","KY","Kentucky","Pulaski County"
1379259.93619149,-586871.76908498,"21201","KY","Kentucky","Robertson County"
1378926.35102752,-719398.07727339,"21203","KY","Kentucky","Rockcastle County"
1439287.25560955,-614134.32483824,"21205","KY","Kentucky","Rowan County"
1320882.81690157,-773143.75391514,"21207","KY","Kentucky","Russell County"
1337723.21645147,-620704.099854,"21209","KY","Kentucky","Scott County"
1288438.58937361,-638908.9190392,"21211","KY","Kentucky","Shelby County"
1194140.37404437,-822229.15607406,"21213","KY","Kentucky","Simpson County"
1276417.85260923,-661655.23826726,"21215","KY","Kentucky","Spencer County"
1292036.19336012,-736814.14298883,"21217","KY","Kentucky","Taylor County"
1139059.92142709,-829405.6661485,"21219","KY","Kentucky","Todd County"
1079152.01201484,-831908.39464381,"21221","KY","Kentucky","Trigg County"
1269022.59884214,-600630.26930779,"21223","KY","Kentucky","Trimble County"
1059450.68483836,-739280.88822286,"21225","KY","Kentucky","Union County"
1200811.09469662,-793794.67371805,"21227","KY","Kentucky","Warren County"
1299206.46753457,-690661.93803941,"21229","KY","Kentucky","Washington County"
1344943.21919304,-787565.74691541,"21231","KY","Kentucky","Wayne County"
1083812.48595414,-749034.24079426,"21233","KY","Kentucky","Webster County"
1406224.53269806,-785207.2582362,"21235","KY","Kentucky","Whitley County"
1440318.4918376,-664565.26213263,"21237","KY","Kentucky","Wolfe County"
1329133.27074692,-644236.33083921,"21239","KY","Kentucky","Woodford County"
732127.98074354,-1597991.21084951,"22001","LA","Louisiana","Acadia Parish"
694722.61661224,-1561277.11126424,"22003","LA","Louisiana","Allen Parish"
878115.33703106,-1591712.02205633,"22005","LA","Louisiana","Ascension Parish"
864555.48531404,-1625446.34313306,"22007","LA","Louisiana","Assumption Parish"
