"x","y","order","hole","piece","group","fips","abbr","full"
1990191.35762269,-1813108.77365774,3683,FALSE,1,"12.1","12","FL","Florida"
1990288.4591586,-1819861.11593445,3684,FALSE,1,"12.1","12","FL","Florida"
1990882.59897159,-1829141.46403565,3685,FALSE,1,"12.1","12","FL","Florida"
1991629.66383506,-1840914.9042836,3686,FALSE,1,"12.1","12","FL","Florida"
1992132.81514981,-1848911.52977122,3687,FALSE,1,"12.1","12","FL","Florida"
1993019.73861961,-1866361.5563102,3688,FALSE,1,"12.1","12","FL","Florida"
1993054.24268898,-1867047.24313167,3689,FALSE,1,"12.1","12","FL","Florida"
1994131.93637397,-1874735.60119514,3690,FALSE,1,"12.1","12","FL","Florida"
1994774.97958203,-1879331.21870914,3691,FALSE,1,"12.1","12","FL","Florida"
1994809.93590398,-1879581.21396212,3692,FALSE,1,"12.1","12","FL","Florida"
1995683.35174431,-1885833.41712171,3693,FALSE,1,"12.1","12","FL","Florida"
1996851.05731567,-1890266.52585544,3694,FALSE,1,"12.1","12","FL","Florida"
1996895.49423368,-1890435.25345135,3695,FALSE,1,"12.1","12","FL","Florida"
1998421.68436921,-1896231.38166135,3696,FALSE,1,"12.1","12","FL","Florida"
1998169.88328138,-1902566.9835467,3697,FALSE,1,"12.1","12","FL","Florida"
1997043.39717566,-1913828.8631823,3698,FALSE,1,"12.1","12","FL","Florida"
1994490.69531981,-1912204.65643485,3699,FALSE,1,"12.1","12","FL","Florida"
1988403.82656019,-1908241.56114551,3700,FALSE,1,"12.1","12","FL","Florida"
1986252.28141524,-1917117.08564763,3701,FALSE,1,"12.1","12","FL","Florida"
1983635.2723724,-1922811.52628918,3702,FALSE,1,"12.1","12","FL","Florida"
1983870.62212365,-1931135.36631516,3703,FALSE,1,"12.1","12","FL","Florida"
1983796.53045638,-1931891.65833364,3704,FALSE,1,"12.1","12","FL","Florida"
1983035.25911347,-1939635.49167421,3705,FALSE,1,"12.1","12","FL","Florida"
1987167.30569212,-1947267.35507757,3706,FALSE,1,"12.1","12","FL","Florida"
1993995.59148147,-1942059.05145973,3707,FALSE,1,"12.1","12","FL","Florida"
1997839.84953048,-1929963.91198292,3708,FALSE,1,"12.1","12","FL","Florida"
2000479.97439777,-1937151.66328704,3709,FALSE,1,"12.1","12","FL","Florida"
1995915.3095465,-1951210.33026957,3710,FALSE,1,"12.1","12","FL","Florida"
1995507.784758,-1952461.8333733,3711,FALSE,1,"12.1","12","FL","Florida"
1987069.37872693,-1973995.9786969,3712,FALSE,1,"12.1","12","FL","Florida"
1976310.02910551,-1993805.61724165,3713,FALSE,1,"12.1","12","FL","Florida"
1963519.410215,-2011702.54098309,3714,FALSE,1,"12.1","12","FL","Florida"
1935128.26480591,-2035832.17557951,3715,FALSE,1,"12.1","12","FL","Florida"
1922160.33486166,-2042992.60175715,3716,FALSE,1,"12.1","12","FL","Florida"
1916871.02972923,-2039529.1737504,3717,FALSE,1,"12.1","12","FL","Florida"
1926667.79859943,-2030398.8174856,3718,FALSE,1,"12.1","12","FL","Florida"
1944254.34234689,-2017611.49774159,3719,FALSE,1,"12.1","12","FL","Florida"
1964826.49621174,-1995526.02418155,3720,FALSE,1,"12.1","12","FL","Florida"
1972483.25281787,-1983823.48186214,3721,FALSE,1,"12.1","12","FL","Florida"
1972890.0865123,-1976823.81896466,3722,FALSE,1,"12.1","12","FL","Florida"
1972560.49722257,-1972030.41535681,3723,FALSE,1,"12.1","12","FL","Florida"
1967774.17916128,-1972369.71800388,3724,FALSE,1,"12.1","12","FL","Florida"
1957384.7158486,-1976655.79200449,3725,FALSE,1,"12.1","12","FL","Florida"
1952127.40770836,-1981956.7871718,3726,FALSE,1,"12.1","12","FL","Florida"
1948538.94544896,-1983331.55822322,3727,FALSE,1,"12.1","12","FL","Florida"
1941410.62028239,-1980566.10333403,3728,FALSE,1,"12.1","12","FL","Florida"
1937003.94766652,-1982504.43367888,3729,FALSE,1,"12.1","12","FL","Florida"
1935348.57430823,-1983231.79763,3730,FALSE,1,"12.1","12","FL","Florida"
1931958.32283835,-1987703.3466167,3731,FALSE,1,"12.1","12","FL","Florida"
1922953.99244045,-1991478.54653521,3732,FALSE,1,"12.1","12","FL","Florida"
1916096.46170082,-1993726.56979027,3733,FALSE,1,"12.1","12","FL","Florida"
1908688.18315108,-1988113.74763514,3734,FALSE,1,"12.1","12","FL","Florida"
1904665.45384731,-1981910.92587853,3735,FALSE,1,"12.1","12","FL","Florida"
1905295.01386477,-1971980.31998468,3736,FALSE,1,"12.1","12","FL","Florida"
1904019.33222249,-1963832.88412031,3737,FALSE,1,"12.1","12","FL","Florida"
1896098.64389061,-1954589.65759402,3738,FALSE,1,"12.1","12","FL","Florida"
1891127.93610318,-1945067.41853971,3739,FALSE,1,"12.1","12","FL","Florida"
1884841.02528554,-1938036.30399989,3740,FALSE,1,"12.1","12","FL","Florida"
1877743.28534603,-1936196.0352964,3741,FALSE,1,"12.1","12","FL","Florida"
1873620.13173353,-1928836.40121939,3742,FALSE,1,"12.1","12","FL","Florida"
1867389.75035936,-1927207.39197425,3743,FALSE,1,"12.1","12","FL","Florida"
1864130.75117194,-1926353.39834937,3744,FALSE,1,"12.1","12","FL","Florida"
1848620.15802465,-1920994.71313327,3745,FALSE,1,"12.1","12","FL","Florida"
1846405.91176969,-1923317.69122196,3746,FALSE,1,"12.1","12","FL","Florida"
1843591.43834408,-1926267.67323092,3747,FALSE,1,"12.1","12","FL","Florida"
1837277.77544632,-1921915.35742364,3748,FALSE,1,"12.1","12","FL","Florida"
1832559.38094073,-1912424.69617586,3749,FALSE,1,"12.1","12","FL","Florida"
1824690.30893438,-1896987.00900527,3750,FALSE,1,"12.1","12","FL","Florida"
1817932.10730908,-1878652.38964205,3751,FALSE,1,"12.1","12","FL","Florida"
1817693.02810063,-1878403.20072421,3752,FALSE,1,"12.1","12","FL","Florida"
1808145.89400947,-1868441.53633278,3753,FALSE,1,"12.1","12","FL","Florida"
1804612.6798317,-1867414.70172669,3754,FALSE,1,"12.1","12","FL","Florida"
1798985.05638471,-1868626.13078943,3755,FALSE,1,"12.1","12","FL","Florida"
1793525.84256488,-1873141.89972563,3756,FALSE,1,"12.1","12","FL","Florida"
1788185.22644405,-1872651.17910067,3757,FALSE,1,"12.1","12","FL","Florida"
1782141.75187363,-1869403.87752956,3758,FALSE,1,"12.1","12","FL","Florida"
1773515.52775903,-1857135.67009774,3759,FALSE,1,"12.1","12","FL","Florida"
1769884.02707762,-1846921.25709038,3760,FALSE,1,"12.1","12","FL","Florida"
1768790.13776405,-1840579.57142798,3761,FALSE,1,"12.1","12","FL","Florida"
1766643.9526835,-1837366.33435782,3762,FALSE,1,"12.1","12","FL","Florida"
1762080.6627606,-1830529.49149317,3763,FALSE,1,"12.1","12","FL","Florida"
1755107.14626346,-1822089.20576034,3764,FALSE,1,"12.1","12","FL","Florida"
1744521.38463134,-1809252.00729697,3765,FALSE,1,"12.1","12","FL","Florida"
1735948.06322256,-1796537.87382355,3766,FALSE,1,"12.1","12","FL","Florida"
1732847.390939,-1791933.9155583,3767,FALSE,1,"12.1","12","FL","Florida"
1724223.7532981,-1783046.75497249,3768,FALSE,1,"12.1","12","FL","Florida"
1719819.31590933,-1779333.56442916,3769,FALSE,1,"12.1","12","FL","Florida"
1714707.53291984,-1775019.03674209,3770,FALSE,1,"12.1","12","FL","Florida"
1708030.22839244,-1765797.7845041,3771,FALSE,1,"12.1","12","FL","Florida"
1710325.29266689,-1765578.21619305,3772,FALSE,1,"12.1","12","FL","Florida"
1717163.28092059,-1764853.11686998,3773,FALSE,1,"12.1","12","FL","Florida"
1722275.78844289,-1755607.0951032,3774,FALSE,1,"12.1","12","FL","Florida"
1724464.08111765,-1749594.97375484,3775,FALSE,1,"12.1","12","FL","Florida"
1727120.7823706,-1742278.2962819,3776,FALSE,1,"12.1","12","FL","Florida"
1730360.26030599,-1739654.03044876,3777,FALSE,1,"12.1","12","FL","Florida"
1733966.29310601,-1733834.14689662,3778,FALSE,1,"12.1","12","FL","Florida"
1731564.26063564,-1729599.41815895,3779,FALSE,1,"12.1","12","FL","Florida"
1729032.71932375,-1729267.14885825,3780,FALSE,1,"12.1","12","FL","Florida"
1727349.06287477,-1729045.74392668,3781,FALSE,1,"12.1","12","FL","Florida"
1720656.55855587,-1727498.36533742,3782,FALSE,1,"12.1","12","FL","Florida"
1719671.60777709,-1729065.03671736,3783,FALSE,1,"12.1","12","FL","Florida"
1718075.53066957,-1731602.06493417,3784,FALSE,1,"12.1","12","FL","Florida"
1715231.42591479,-1736329.30865117,3785,FALSE,1,"12.1","12","FL","Florida"
1715865.60637883,-1741513.08017775,3786,FALSE,1,"12.1","12","FL","Florida"
1713780.98634717,-1745584.47551467,3787,FALSE,1,"12.1","12","FL","Florida"
1710032.34736022,-1754787.05199303,3788,FALSE,1,"12.1","12","FL","Florida"
1707524.49982462,-1756681.49517615,3789,FALSE,1,"12.1","12","FL","Florida"
1705818.95511395,-1749646.90097924,3790,FALSE,1,"12.1","12","FL","Florida"
1704112.53543059,-1744045.21424629,3791,FALSE,1,"12.1","12","FL","Florida"
1698749.84478661,-1738334.17203047,3792,FALSE,1,"12.1","12","FL","Florida"
1692153.40786658,-1732597.50748381,3793,FALSE,1,"12.1","12","FL","Florida"
1691210.09089624,-1723456.58315284,3794,FALSE,1,"12.1","12","FL","Florida"
1690951.21758716,-1714305.96079704,3795,FALSE,1,"12.1","12","FL","Florida"
1690947.22181747,-1714165.93640855,3796,FALSE,1,"12.1","12","FL","Florida"
1687260.07921971,-1705633.58234133,3797,FALSE,1,"12.1","12","FL","Florida"
1685177.37727874,-1698197.49779141,3798,FALSE,1,"12.1","12","FL","Florida"
1685118.8271917,-1697988.46196608,3799,FALSE,1,"12.1","12","FL","Florida"
1693083.68486373,-1688477.85393883,3800,FALSE,1,"12.1","12","FL","Florida"
1694765.99379399,-1679040.45426425,3801,FALSE,1,"12.1","12","FL","Florida"
1696310.59425156,-1668009.19884882,3802,FALSE,1,"12.1","12","FL","Florida"
1696709.28323252,-1666443.00217777,3803,FALSE,1,"12.1","12","FL","Florida"
1698252.84786953,-1660369.37195342,3804,FALSE,1,"12.1","12","FL","Florida"
1697947.57507649,-1653622.75872262,3805,FALSE,1,"12.1","12","FL","Florida"
1695415.46911102,-1645386.25993092,3806,FALSE,1,"12.1","12","FL","Florida"
1694035.80357684,-1637558.18655926,3807,FALSE,1,"12.1","12","FL","Florida"
1694009.78927788,-1637410.67078815,3808,FALSE,1,"12.1","12","FL","Florida"
1689347.10371189,-1635507.62569219,3809,FALSE,1,"12.1","12","FL","Florida"
1687812.92474684,-1626867.53916598,3810,FALSE,1,"12.1","12","FL","Florida"
1685248.90058052,-1621761.83762573,3811,FALSE,1,"12.1","12","FL","Florida"
1688196.25645509,-1614908.14003273,3812,FALSE,1,"12.1","12","FL","Florida"
1683953.80614801,-1610365.55550731,3813,FALSE,1,"12.1","12","FL","Florida"
1680037.36860097,-1605808.85907057,3814,FALSE,1,"12.1","12","FL","Florida"
1679567.70908769,-1605262.1361996,3815,FALSE,1,"12.1","12","FL","Florida"
1678657.95425931,-1600079.15637652,3816,FALSE,1,"12.1","12","FL","Florida"
1671707.26344188,-1596439.68689658,3817,FALSE,1,"12.1","12","FL","Florida"
1673792.76698041,-1594258.56169673,3818,FALSE,1,"12.1","12","FL","Florida"
1670283.45708048,-1590011.84504833,3819,FALSE,1,"12.1","12","FL","Florida"
1660516.06551924,-1590793.76147562,3820,FALSE,1,"12.1","12","FL","Florida"
1653739.65170403,-1591115.76224944,3821,FALSE,1,"12.1","12","FL","Florida"
1652775.9022346,-1597250.84717119,3822,FALSE,1,"12.1","12","FL","Florida"
1649135.87188091,-1597359.22183331,3823,FALSE,1,"12.1","12","FL","Florida"
1645465.18842045,-1590636.02402536,3824,FALSE,1,"12.1","12","FL","Florida"
1644943.856373,-1584985.89747721,3825,FALSE,1,"12.1","12","FL","Florida"
1641430.96609116,-1583325.39850509,3826,FALSE,1,"12.1","12","FL","Florida"
1635473.54355984,-1582227.51829538,3827,FALSE,1,"12.1","12","FL","Florida"
1635101.11277933,-1582158.73708033,3828,FALSE,1,"12.1","12","FL","Florida"
1633548.4091302,-1576340.14757252,3829,FALSE,1,"12.1","12","FL","Florida"
1630073.66953725,-1571419.64573594,3830,FALSE,1,"12.1","12","FL","Florida"
1625735.82756589,-1567905.58091891,3831,FALSE,1,"12.1","12","FL","Florida"
1620468.98608227,-1568406.07127682,3832,FALSE,1,"12.1","12","FL","Florida"
1618661.90016844,-1565273.36532788,3833,FALSE,1,"12.1","12","FL","Florida"
1608734.04521856,-1561080.34157539,3834,FALSE,1,"12.1","12","FL","Florida"
1607101.21344671,-1553252.80778569,3835,FALSE,1,"12.1","12","FL","Florida"
1604971.02076507,-1545722.62265932,3836,FALSE,1,"12.1","12","FL","Florida"
1604835.91667646,-1545245.03996863,3837,FALSE,1,"12.1","12","FL","Florida"
1597770.20894134,-1543463.49100113,3838,FALSE,1,"12.1","12","FL","Florida"
1592178.54300822,-1541784.51625254,3839,FALSE,1,"12.1","12","FL","Florida"
1586707.57515574,-1535602.38540686,3840,FALSE,1,"12.1","12","FL","Florida"
1581471.44014778,-1528771.07543211,3841,FALSE,1,"12.1","12","FL","Florida"
1575219.76534538,-1523029.9613139,3842,FALSE,1,"12.1","12","FL","Florida"
1563770.3359077,-1518633.6020474,3843,FALSE,1,"12.1","12","FL","Florida"
1549105.0688325,-1514425.06538219,3844,FALSE,1,"12.1","12","FL","Florida"
1542448.87783858,-1510027.7325878,3845,FALSE,1,"12.1","12","FL","Florida"
1541529.04636804,-1509419.40339669,3846,FALSE,1,"12.1","12","FL","Florida"
1535522.56287037,-1509965.68328139,3847,FALSE,1,"12.1","12","FL","Florida"
1534313.69722166,-1510449.81132558,3848,FALSE,1,"12.1","12","FL","Florida"
1529827.85197433,-1512244.29666663,3849,FALSE,1,"12.1","12","FL","Florida"
1524971.49373513,-1515109.38718309,3850,FALSE,1,"12.1","12","FL","Florida"
1522027.79117897,-1514352.20167028,3851,FALSE,1,"12.1","12","FL","Florida"
1514731.43427861,-1518806.60469597,3852,FALSE,1,"12.1","12","FL","Florida"
1508292.65236442,-1525452.46509076,3853,FALSE,1,"12.1","12","FL","Florida"
1511434.1229201,-1530100.28013319,3854,FALSE,1,"12.1","12","FL","Florida"
1511486.51752105,-1530253.92893065,3855,FALSE,1,"12.1","12","FL","Florida"
1512823.3120351,-1534173.74481282,3856,FALSE,1,"12.1","12","FL","Florida"
1511822.06522105,-1537384.43592046,3857,FALSE,1,"12.1","12","FL","Florida"
1504590.81662735,-1538014.72714321,3858,FALSE,1,"12.1","12","FL","Florida"
1499795.50743388,-1536469.69854815,3859,FALSE,1,"12.1","12","FL","Florida"
1493790.68427235,-1539184.71400734,3860,FALSE,1,"12.1","12","FL","Florida"
1490201.24434763,-1542338.03170656,3861,FALSE,1,"12.1","12","FL","Florida"
1492692.84806596,-1550614.43005561,3862,FALSE,1,"12.1","12","FL","Florida"
1489371.44370943,-1553930.19020707,3863,FALSE,1,"12.1","12","FL","Florida"
1481290.67087934,-1557967.37934759,3864,FALSE,1,"12.1","12","FL","Florida"
1474402.86541563,-1567158.43724064,3865,FALSE,1,"12.1","12","FL","Florida"
1465456.94994456,-1572840.19513125,3866,FALSE,1,"12.1","12","FL","Florida"
1450457.42853643,-1583200.98608571,3867,FALSE,1,"12.1","12","FL","Florida"
1438804.44401337,-1578960.75924535,3868,FALSE,1,"12.1","12","FL","Florida"
1431565.94506391,-1577223.20291663,3869,FALSE,1,"12.1","12","FL","Florida"
1428381.54037285,-1576456.65855202,3870,FALSE,1,"12.1","12","FL","Florida"
1419826.4075608,-1580340.42547028,3871,FALSE,1,"12.1","12","FL","Florida"
1413448.32204989,-1570329.56757082,3872,FALSE,1,"12.1","12","FL","Florida"
1410807.20772427,-1561376.89057252,3873,FALSE,1,"12.1","12","FL","Florida"
1412604.33272099,-1552284.23909338,3874,FALSE,1,"12.1","12","FL","Florida"
1412123.14768062,-1552011.4696723,3875,FALSE,1,"12.1","12","FL","Florida"
1408206.71825673,-1549789.87482764,3876,FALSE,1,"12.1","12","FL","Florida"
1402124.07200214,-1549554.39511882,3877,FALSE,1,"12.1","12","FL","Florida"
1393061.46729769,-1543776.96828413,3878,FALSE,1,"12.1","12","FL","Florida"
1389797.60988993,-1540974.83133769,3879,FALSE,1,"12.1","12","FL","Florida"
1380037.40141881,-1538069.30875757,3880,FALSE,1,"12.1","12","FL","Florida"
1367857.94489872,-1530973.0462565,3881,FALSE,1,"12.1","12","FL","Florida"
1348838.34543818,-1523962.00726889,3882,FALSE,1,"12.1","12","FL","Florida"
1348444.17073685,-1523816.15329498,3883,FALSE,1,"12.1","12","FL","Florida"
1339365.44523711,-1521626.57417087,3884,FALSE,1,"12.1","12","FL","Florida"
1326126.63115161,-1519291.01945852,3885,FALSE,1,"12.1","12","FL","Florida"
1308965.12052153,-1518245.72332186,3886,FALSE,1,"12.1","12","FL","Florida"
1307522.68945762,-1518156.23798911,3887,FALSE,1,"12.1","12","FL","Florida"
1286243.89117184,-1519729.36393347,3888,FALSE,1,"12.1","12","FL","Florida"
1270461.40608719,-1523503.41585438,3889,FALSE,1,"12.1","12","FL","Florida"
1265719.55700344,-1524630.8312093,3890,FALSE,1,"12.1","12","FL","Florida"
1259352.14633478,-1526947.77494726,3891,FALSE,1,"12.1","12","FL","Florida"
1237401.43437018,-1534888.29972488,3892,FALSE,1,"12.1","12","FL","Florida"
1230414.21895218,-1536841.81776637,3893,FALSE,1,"12.1","12","FL","Florida"
1226837.52397454,-1537839.19800469,3894,FALSE,1,"12.1","12","FL","Florida"
1221868.12583439,-1538316.53844586,3895,FALSE,1,"12.1","12","FL","Florida"
1212568.65142398,-1542000.76584076,3896,FALSE,1,"12.1","12","FL","Florida"
1203387.25612459,-1545209.92023328,3897,FALSE,1,"12.1","12","FL","Florida"
1208824.21524404,-1537303.11511356,3898,FALSE,1,"12.1","12","FL","Florida"
1209966.81287629,-1530532.66522145,3899,FALSE,1,"12.1","12","FL","Florida"
1215723.32898465,-1525946.55172902,3900,FALSE,1,"12.1","12","FL","Florida"
1210850.80858419,-1524357.92085978,3901,FALSE,1,"12.1","12","FL","Florida"
1207292.90424213,-1519271.92437119,3902,FALSE,1,"12.1","12","FL","Florida"
1207966.54622382,-1514393.54787974,3903,FALSE,1,"12.1","12","FL","Florida"
1210098.53387057,-1508029.74776053,3904,FALSE,1,"12.1","12","FL","Florida"
1209460.06783615,-1502220.22680345,3905,FALSE,1,"12.1","12","FL","Florida"
1204962.38991108,-1498919.04201681,3906,FALSE,1,"12.1","12","FL","Florida"
1196596.82647614,-1495045.84179191,3907,FALSE,1,"12.1","12","FL","Florida"
1194421.80991656,-1492100.41079295,3908,FALSE,1,"12.1","12","FL","Florida"
1184265.7196633,-1482582.60569027,3909,FALSE,1,"12.1","12","FL","Florida"
1187161.05670077,-1472595.17863705,3910,FALSE,1,"12.1","12","FL","Florida"
1185876.8434593,-1467644.44362076,3911,FALSE,1,"12.1","12","FL","Florida"
1185887.08643445,-1467642.93488336,3912,FALSE,1,"12.1","12","FL","Florida"
1864764.93417597,-2051932.49498868,3913,FALSE,2,"12.2","12","FL","Florida"
1872860.69824922,-2046039.87218775,3914,FALSE,2,"12.2","12","FL","Florida"
1873846.98481409,-2043620.8770342,3915,FALSE,2,"12.2","12","FL","Florida"
1885550.50873816,-2034715.02600278,3916,FALSE,2,"12.2","12","FL","Florida"
1900438.95902037,-2038058.92478578,3917,FALSE,2,"12.2","12","FL","Florida"
1908110.26874393,-2045534.40414759,3918,FALSE,2,"12.2","12","FL","Florida"
1898890.52036627,-2051597.86839742,3919,FALSE,2,"12.2","12","FL","Florida"
1893184.23853121,-2054423.4315364,3920,FALSE,2,"12.2","12","FL","Florida"
1888633.11978931,-2053247.03766087,3921,FALSE,2,"12.2","12","FL","Florida"
1881675.81959365,-2057141.82995488,3922,FALSE,2,"12.2","12","FL","Florida"
1874390.47689072,-2061851.35498935,3923,FALSE,2,"12.2","12","FL","Florida"
1866012.87161213,-2067490.87228175,3924,FALSE,2,"12.2","12","FL","Florida"
1853501.96436385,-2071602.76246308,3925,FALSE,2,"12.2","12","FL","Florida"
1853170.44589924,-2069058.69742848,3926,FALSE,2,"12.2","12","FL","Florida"
1857699.79565463,-2058588.3676792,3927,FALSE,2,"12.2","12","FL","Florida"
1864764.93417597,-2051932.49498868,3928,FALSE,2,"12.2","12","FL","Florida"
1847185.82022204,-2068583.44910461,3929,FALSE,3,"12.3","12","FL","Florida"
1843690.77187723,-2078964.09366004,3930,FALSE,3,"12.3","12","FL","Florida"
1832728.19573633,-2081171.46839348,3931,FALSE,3,"12.3","12","FL","Florida"
1833266.7260147,-2076083.16510078,3932,FALSE,3,"12.3","12","FL","Florida"
1835708.09340869,-2071356.75975107,3933,FALSE,3,"12.3","12","FL","Florida"
1847185.82022204,-2068583.44910461,3934,FALSE,3,"12.3","12","FL","Florida"
1825248.83801952,-2072464.98255492,3935,FALSE,4,"12.4","12","FL","Florida"
1824833.21505123,-2078921.21168529,3936,FALSE,4,"12.4","12","FL","Florida"
1817008.67577456,-2080956.39343808,3937,FALSE,4,"12.4","12","FL","Florida"
1815357.04511565,-2076221.77673856,3938,FALSE,4,"12.4","12","FL","Florida"
1818921.89148914,-2070130.48356591,3939,FALSE,4,"12.4","12","FL","Florida"
1825248.83801952,-2072464.98255492,3940,FALSE,4,"12.4","12","FL","Florida"
1308635.68507185,-1000510.71839079,3941,FALSE,1,"13.1","13","GA","Georgia"
1320402.58137389,-998582.62074586,3942,FALSE,1,"13.1","13","GA","Georgia"
1328438.8851196,-997254.88197375,3943,FALSE,1,"13.1","13","GA","Georgia"
1330321.70544929,-996880.41583318,3944,FALSE,1,"13.1","13","GA","Georgia"
1338045.93081505,-995338.965797,3945,FALSE,1,"13.1","13","GA","Georgia"
1339166.08503127,-995129.31370221,3946,FALSE,1,"13.1","13","GA","Georgia"
1358861.3423835,-991414.49515469,3947,FALSE,1,"13.1","13","GA","Georgia"
1364714.69273993,-990324.21868295,3948,FALSE,1,"13.1","13","GA","Georgia"
1364972.73045403,-990276.04532346,3949,FALSE,1,"13.1","13","GA","Georgia"
1375332.94476798,-988334.21580737,3950,FALSE,1,"13.1","13","GA","Georgia"
1379888.52043072,-987494.18011692,3951,FALSE,1,"13.1","13","GA","Georgia"
1382992.31042035,-986920.19473792,3952,FALSE,1,"13.1","13","GA","Georgia"
1387328.87944768,-986115.98371113,3953,FALSE,1,"13.1","13","GA","Georgia"
1396816.88323747,-984332.85282124,3954,FALSE,1,"13.1","13","GA","Georgia"
1406893.57819173,-982495.92569888,3955,FALSE,1,"13.1","13","GA","Georgia"
1423647.16278283,-979312.40621821,3956,FALSE,1,"13.1","13","GA","Georgia"
1440876.40033496,-976093.41086669,3957,FALSE,1,"13.1","13","GA","Georgia"
1451984.29151791,-973996.10077044,3958,FALSE,1,"13.1","13","GA","Georgia"
1458130.49827288,-972828.20229126,3959,FALSE,1,"13.1","13","GA","Georgia"
1458150.06273051,-972824.48672007,3960,FALSE,1,"13.1","13","GA","Georgia"
1486451.65877917,-967393.45571761,3961,FALSE,1,"13.1","13","GA","Georgia"
1492733.72692174,-965899.45782963,3962,FALSE,1,"13.1","13","GA","Georgia"
1498615.313437,-964495.5090397,3963,FALSE,1,"13.1","13","GA","Georgia"
1512810.83550614,-961086.28843897,3964,FALSE,1,"13.1","13","GA","Georgia"
1531823.21418192,-956691.90233648,3965,FALSE,1,"13.1","13","GA","Georgia"
1531823.83508375,-956691.75797248,3966,FALSE,1,"13.1","13","GA","Georgia"
1531325.38460447,-961950.63683055,3967,FALSE,1,"13.1","13","GA","Georgia"
1530481.17789135,-965565.56587948,3968,FALSE,1,"13.1","13","GA","Georgia"
1525873.71616042,-971071.69845131,3969,FALSE,1,"13.1","13","GA","Georgia"
1521898.25363386,-975413.70466576,3970,FALSE,1,"13.1","13","GA","Georgia"
1519618.28251288,-979328.05452266,3971,FALSE,1,"13.1","13","GA","Georgia"
1516781.69516531,-983680.89108331,3972,FALSE,1,"13.1","13","GA","Georgia"
1517715.14461878,-986907.84164859,3973,FALSE,1,"13.1","13","GA","Georgia"
1515353.35480049,-990895.33720122,3974,FALSE,1,"13.1","13","GA","Georgia"
1515907.17921269,-992104.39931659,3975,FALSE,1,"13.1","13","GA","Georgia"
1517367.63288094,-995292.02383968,3976,FALSE,1,"13.1","13","GA","Georgia"
1517573.55939253,-995741.40134706,3977,FALSE,1,"13.1","13","GA","Georgia"
1523748.72713536,-998714.18835865,3978,FALSE,1,"13.1","13","GA","Georgia"
1529509.29061817,-1001512.35722573,3979,FALSE,1,"13.1","13","GA","Georgia"
1535933.28235031,-1002679.3846136,3980,FALSE,1,"13.1","13","GA","Georgia"
1541580.05683816,-1007293.57429821,3981,FALSE,1,"13.1","13","GA","Georgia"
1542237.37746492,-1007830.20474285,3982,FALSE,1,"13.1","13","GA","Georgia"
1547117.90650015,-1010974.81533282,3983,FALSE,1,"13.1","13","GA","Georgia"
1547358.81598503,-1011129.91379196,3984,FALSE,1,"13.1","13","GA","Georgia"
1552549.55870568,-1012426.30563845,3985,FALSE,1,"13.1","13","GA","Georgia"
1552871.97135449,-1012303.75928972,3986,FALSE,1,"13.1","13","GA","Georgia"
1558585.99701016,-1010129.03890738,3987,FALSE,1,"13.1","13","GA","Georgia"
1563454.24673566,-1010294.9769563,3988,FALSE,1,"13.1","13","GA","Georgia"
1567757.39311476,-1017554.13481796,3989,FALSE,1,"13.1","13","GA","Georgia"
1570250.52398846,-1021683.05843551,3990,FALSE,1,"13.1","13","GA","Georgia"
1575380.267111,-1027681.77796048,3991,FALSE,1,"13.1","13","GA","Georgia"
1576059.27069831,-1028487.56160611,3992,FALSE,1,"13.1","13","GA","Georgia"
1579605.06969757,-1032693.04353076,3993,FALSE,1,"13.1","13","GA","Georgia"
1581145.40266337,-1036035.68593203,3994,FALSE,1,"13.1","13","GA","Georgia"
1584225.16811095,-1042715.83313599,3995,FALSE,1,"13.1","13","GA","Georgia"
1592118.74627272,-1048664.31278846,3996,FALSE,1,"13.1","13","GA","Georgia"
1597802.28790894,-1055177.33631371,3997,FALSE,1,"13.1","13","GA","Georgia"
1598179.72170021,-1055609.5066147,3998,FALSE,1,"13.1","13","GA","Georgia"
1601849.90042276,-1060800.58897769,3999,FALSE,1,"13.1","13","GA","Georgia"
1602633.86548936,-1061908.79738219,4000,FALSE,1,"13.1","13","GA","Georgia"
1606766.37847221,-1061993.07551263,4001,FALSE,1,"13.1","13","GA","Georgia"
1615580.76651401,-1068079.7165509,4002,FALSE,1,"13.1","13","GA","Georgia"
1626182.2695569,-1071176.38263208,4003,FALSE,1,"13.1","13","GA","Georgia"
1635736.90611163,-1079276.40780283,4004,FALSE,1,"13.1","13","GA","Georgia"
1638721.62337148,-1083540.73817606,4005,FALSE,1,"13.1","13","GA","Georgia"
1640809.21126894,-1086521.44511064,4006,FALSE,1,"13.1","13","GA","Georgia"
1645205.45227191,-1090919.94234803,4007,FALSE,1,"13.1","13","GA","Georgia"
1647075.4051276,-1091114.85872591,4008,FALSE,1,"13.1","13","GA","Georgia"
1649748.39131161,-1091392.68938697,4009,FALSE,1,"13.1","13","GA","Georgia"
1650557.3582111,-1091476.59016509,4010,FALSE,1,"13.1","13","GA","Georgia"
1658675.76580913,-1095492.67487723,4011,FALSE,1,"13.1","13","GA","Georgia"
1660064.67451817,-1096998.59210395,4012,FALSE,1,"13.1","13","GA","Georgia"
1663111.49062738,-1100300.17959998,4013,FALSE,1,"13.1","13","GA","Georgia"
1669620.87273767,-1102448.6809986,4014,FALSE,1,"13.1","13","GA","Georgia"
